person_id,first_name,surname,normalized_name
2876,Mathias,Babych,
2877,Mathias,Baxay,
2878,Mathias,Borodarych,
2879,Mathias,Borothwa,
2880,Mathias,Brodarych,
2881,Mathias,Bubanych,
2882,Mathias,Cheh,
2883,Mathias,Chernkoczy,
2884,Mathias,Dely,
2885,Mathias,Dobrakwtay,
2886,Mathias,Domkoych,
2887,Mathias,Dorothych,
2888,Mathias,Dorotych,
2889,Mathias,Drobitel,
2890,Mathias,Ersek,
2891,Mathias,Erstek,
2892,Mathias,Fachar,
2893,Mathias,Farkassych,
2894,Mathias,Frangepan,
2895,Mathias,Gerdynych,
2896,Mathias,Groff,
2897,Mathias,Horwath,
2898,Mathias,Hrwsoczy,
2899,Mathias,"Hrwsowcz, de",
2900,Mathias,Hungari,
2901,Mathias,"Iwanowcz, de",
2902,Mathias,Iwerych,
2903,Mathias,Kalmanych,
2904,Mathias,Kalynzky,
2905,Mathias,Keglevich,
2906,Mathias,Keglewych,
2907,Mathias,Kerecheny,
2908,Mathias,Kermchych,
2909,Mathias,Kesser,
2910,Mathias,Kolchewcz,
2911,Mathias,Kossych,
2912,Mathias,Kozlych,
2913,Mathias,Kyzelycza,
2914,Mathias,Lychkoych,
2915,Mathias,Madaras,
2916,Mathias,Magdalenych,
2917,Mathias,Magdalenycz,
2918,Mathias,Magyer,
2919,Mathias,Mathych,
2920,Mathias,"Megyerethye, de",
2921,Mathias,Mikulich,
2922,Mathias,Modych,
2923,Mathias,Mykolychy,
2924,Mathias,Myrenych,
2925,Mathias,Nagh,
2926,Mathias,Nagy,
2927,Mathias,Nothich,
2928,Mathias,Nothych,
2929,Mathias,Orghowan,
2930,Mathias,Orgovan,
2931,Mathias,Orgowan,
2932,Mathias,Orsych,
2933,Mathias,Otawlych,
2934,Mathias,Othawlych,
2935,Mathias,Pepelych,
2936,Mathias,Pethowych,
2937,Mathias,Pethoych,
2938,Mathias,Pogledych,
2939,Mathias,Raskay,
2940,Mathias,Rathothoych,
2941,Mathias,Rohfyw,
2942,Mathias,Rohfyw de Kwthennya,
2943,Mathias,Sartoris (in Thomadoczy),
2944,Mathias,Schytaroczy,
2945,Mathias,Schytharoczy,
2946,Mathias,Seremeth,
2947,Mathias,Span,
2948,Mathias,Spani,
2949,Mathias,Spanych,
2950,Mathias,Sprechky,
2951,Mathias,Sterk,
2952,Mathias,Sterk ad Selyn,
2953,Mathias,Sterko,
2954,Mathias,Stherk,
2955,Mathias,Sybryk,
2956,Mathias,Thakarych,
2957,Mathias,Tharnoczy,
2958,Mathias,Thersk,
2959,Mathias,Thomaszowych,
2960,Mathias,Tyernecz,
2961,Mathias,Waglych,
2962,Mathias,Wagych,
2963,Mathias,Wechezlowczy,
2964,Mathias,Zalathnoky,
2965,Mathias,Zermegh,
2966,Mathias,Zolarych de Seblaicz,
2967,Mathias,Zprechky,
2968,Mathias,Zremach,
2969,Mathias,Zremacz,
2970,Mathias,Zremecz,
2971,Mathias,Zrymach ad pertinencias Rakonok,
2972,Mathias,Zrymacz,
2973,Mathias,Ztherk,
2974,Mathias alterius,,
2975,Mathias+F2140,,
2976,"Mathias, Georgius",Kozlych,
2977,"Mathias, Gregorius",,
2978,"Mathias, Johannes",Mykwlych,
2979,Mathie,,
2980,Mathiias,Kalynzky,
2981,Matkonis,Pwnek,
2982,Matthei,Dely,
2983,Matthei,Zalathnoky,
2984,Mattheus,Keglewych,
2985,Mattheus,Kozych,
2986,Matthia,Schytharoczy,
2987,Matthias,Borko,
2988,Matthias,Bwnych,
2989,Matthias,Chwchak,
2990,Matthias,Gogolya,
2991,Matthias,Kowach,
2992,Matthias,Koz,
2993,Matthias,Nagh,
2994,Matthias,Pepelych,
2995,Mattko,Bwkoych,
2996,Melchior,,
2997,Melchior,Fodroczy,
2998,Melchior,Fordoroczy,
2999,Melchior,Thompa,
3000,Melchioris,,
3001,Melchioris,Fodroczy,
3002,Michael,,
3003,Michael,Aranyassy,
3004,Michael,Balsych de Fyczowcz,
3005,Michael,Bedekoych,
3006,Michael,Benkoych,
3007,Michael,Beryzlawych,
3008,Michael,Borothwa,
3009,Michael,Bothka,
3010,Michael,Brwchek,
3011,Michael,Bryglewych,
3012,Michael,Brygleych,
3013,Michael,Bryglyewych,
3014,Michael,Budor,
3015,Michael,Bwdor,
3016,Michael,Byzthryczky,
3017,Michael,Byztryczey,
3018,Michael,Dobroden,
3019,Michael,Dolyanzky,
3020,Michael,Drwskoczy,
3021,Michael,Dyankowych,
3022,Michael,Fachar,
3023,Michael,Ferenchych,
3024,Michael,Ferenczy,
3025,Michael,Ffachar,
3026,Michael,Forgach,
3027,Michael,Fych,
3028,Michael,Fynth,
3029,Michael,Fynthych,
3030,Michael,Garazda,
3031,Michael,Gorazda,
3032,Michael,Greksych,
3033,Michael,Gressych,
3034,Michael,Gwlay,
3035,Michael,Gwokowecz,
3036,Michael,Gywlay,
3037,Michael,Henchecz,
3038,Michael,Henczek,
3039,Michael,Hennchecz,
3040,Michael,Homzky*,
3041,Michael,Horuath,
3042,Michael,Horvath,
3043,Michael,Horwath,
3044,Michael,Horwathych,
3045,Michael,Hrwskowczy,
3046,Michael,Hrwsoczy,
3047,Michael,Hrwssoczy,
3048,Michael,Hrwssowczy*,
3049,Michael,Jaressych,
3050,Michael,Kerecheny,
3051,Michael,Kerechyny,
3052,Michael,Kerhen,
3053,Michael,Kerpachych,
3054,Michael,Kolarych,
3055,Michael,Konszky,
3056,Michael,Konzky,
3057,Michael,Koren,
3058,Michael,Koz,
3059,Michael,Kozowych,
3060,Michael,Krwpych,
3061,Michael,Kwkawycza,
3062,Michael,Kys,
3063,Michael,Kyssewych,
3064,Michael,Kyssewycz,
3065,Michael,Kysseych,
3066,Michael,Laczkowych,
3067,Michael,Laczkoych,
3068,Michael,Lewak,
3069,Michael,Litteratus,
3070,Michael,"Maysych, Palicza",
3071,Michael,Miczenthy,
3072,Michael,Miksich de Lokawcz,
3073,Michael,Modych,
3074,Michael,"Monozlo, de",
3075,Michael,Morws (More),
3076,Michael,Mudych,
3077,Michael,Mwdych,
3078,Michael,Myhalyewych,
3079,Michael,Mylos,
3080,Michael,Nemchych,
3081,Michael,Orehoczy,
3082,Michael,Ozoray,
3083,Michael,Palffy,
3084,Michael,Parin,
3085,Michael,Paxi,
3086,Michael,Paxy,
3087,Michael,"Pepelich, senior",
3088,Michael,Pepelych,
3089,Michael,Pepelych de Lwkawcz,
3090,Michael,Pernar,
3091,Michael,Petherchych,
3092,Michael,Petrinych,
3093,Michael,Petthrowssewych,
3094,Michael,"Polyana, de",
3095,Michael,Pwnychych,
3096,Michael,Pwnyczych,
3097,Michael,Pyzkay,
3098,Michael,Rachych,
3099,Michael,Racz,
3100,Michael,"Rawen, de",
3101,Michael,Safarych,
3102,Michael,Santhych,
3103,Michael,Sarap,
3104,Michael,Sartoris,
3105,Michael,Satris,
3106,Michael,"Schytharyo, de",
3107,Michael,Semoczy,
3108,Michael,Spanich,
3109,Michael,Spychko,
3110,Michael,Supanych,
3111,Michael,Suppanych,
3112,Michael,Swgnethych,
3113,Michael,Swgnetych,
3114,Michael,Swpanych,
3115,Michael,Swppanych,
3116,Michael,Syla,
3117,Michael,Symwnoych,
3118,Michael,Syska,
3119,Michael,Szaboo,
3120,Michael,"Tah, de",
3121,Michael,Tahy,
3122,Michael,Thamadaczy,
3123,Michael,Thamadoczy,
3124,Michael,Thomadoczy,
3125,Michael,Thomasdochi,
3126,Michael,Thompa,
3127,Michael,Thwmpa,
3128,Michael,Tompa,
3129,Michael,Toth,
3130,Michael,Tremecz,
3131,Michael,Vapnowczy,
3132,Michael,Voykffi,
3133,Michael,Vrnoczy,
3134,Michael,Wagych,
3135,Michael,Wrnoczy,
3136,Michael,Wsdar,
3137,Michael,Wzdar,
3138,Michael,Zabo,
3139,Michael,Zaboo,
3140,Michael,Zakel,
3141,Michael,Zakmary,
3142,Michael,Zedlar de Polyana,
3143,Michael,Zekel,
3144,Michael,Zekell,
3145,Michael,Zeklych,
3146,Michael,Zempchey,
3147,Michael,Zenthiwany,
3148,Michael,Zlathyany,
3149,Michael,Zokach,
3150,Michael,Zowynchych,
3151,Michael,Zpyko,
3152,Michael,Zrynchych,
3153,Michael,Ztyncych,
3154,Michael (senioris),Hrwssoczy,
3155,Michael alterius,Pepelych,
3156,Michael junior,Hrwssoczy,
3157,Michael juniori,Hrwssoczy,
3158,Michael senior,Hrussoczy,
3159,Michael senior,Hrwssoczy,
3160,Michael senior,Pepelych,
3161,Michael senior,Plepelych,
3162,"Michael senior, junior",Hrussoczy,
3163,"Michael, junior",Hrwssoczy,
3164,"Michael, junioris",Hrwssoczy,
3165,"Michael, senior",Hrwssoczy,
3166,"Michael, senioris",Hrwssoczy,
3167,Michaeles,Kerecheny,
3168,Michaelus,Horwath,
3169,Michaelus,Mynczenty,
3170,Micheal,Suppanych,
3171,Mikulasycz,,
3172,Mikwlycza,Thwsewechky,
3173,Milos,,
3174,Moises,Homzky,
3175,Moises,Komzky (Homzky*),
3176,Moises,Zaboky,
3177,"Moises, Moisys",Homzky,
3178,More,Elek,
3179,Mwzthafa,"Bragasowcz, de",
3180,Myhowyl,,
3181,Myhowyn,Horwath,
3182,Mylos,,
3183,Nesa,Hadasycza,
3184,Nicodemus,,
3185,Nicolaus,,
3186,Nicolaus,Akacius,
3187,Nicolaus,Akaczi,
3188,Nicolaus,Akaczii,
3189,Nicolaus,Alappy de Naghkemlek,
3190,Nicolaus,Alapy,
3191,Nicolaus,Alapy de Naghkemlek,
3192,Nicolaus,Aythych,
3193,Nicolaus,Aytych,
3194,Nicolaus,Babich de Lokawcz,
3195,Nicolaus,Babych,
3196,Nicolaus,Baldak,
3197,Nicolaus,Baldakouych,
3198,Nicolaus,Banffy,
3199,Nicolaus,Banffyw,
3200,Nicolaus,Banfy,
3201,Nicolaus,Barsoczy,
3202,Nicolaus,Bartakowych,
3203,Nicolaus,Bartakoych,
3204,Nicolaus,Barthakovich,
3205,Nicolaus,Barthakowych,
3206,Nicolaus,Barthakowycz,
3207,Nicolaus,Bedekoich,
3208,Nicolaus,Bedekowich,
3209,Nicolaus,Bedekowych,
3210,Nicolaus,Bedekoych,
3211,Nicolaus,Beroyewych,
3212,Nicolaus,Beztherchey,
3213,Nicolaus,"Bliznafew, de",
3214,Nicolaus,Bochkay junior,
3215,Nicolaus,Bochkay senior,
3216,Nicolaus,Bogdani,
3217,Nicolaus,Bogdany,
3218,Nicolaus,Boldysarych,
3219,Nicolaus,Bolthysarych,
3220,Nicolaus,Boltysarych,
3221,Nicolaus,Borothua,
3222,Nicolaus,Borothwa,
3223,Nicolaus,Borothwa de Vrhowcz,
3224,Nicolaus,Borsochy,
3225,Nicolaus,Borsonachy,
3226,Nicolaus,Boruthwa,
3227,Nicolaus,Boynych,
3228,Nicolaus,Boynychich,
3229,Nicolaus,Boynychych,
3230,Nicolaus,Bradanych,
3231,Nicolaus,Brodarych,
3232,Nicolaus,"Brwsowcz, de",
3233,Nicolaus,Byztryczey,
3234,Nicolaus,Chany,
3235,Nicolaus,Dely,
3236,Nicolaus,Derffy,
3237,Nicolaus,Dersffy,
3238,Nicolaus,Dersfy,
3239,Nicolaus,Desew,
3240,Nicolaus,Dobrowych,
3241,Nicolaus,Dobroych,
3242,Nicolaus,Drobiteli,
3243,Nicolaus,Drobithel de Mikethincz,
3244,Nicolaus,Dyachych,
3245,Nicolaus,Dyakoych,
3246,Nicolaus,Ebeny,
3247,Nicolaus,Fabynczky,
3248,Nicolaus,Fanchy,
3249,Nicolaus,Feleghazy,
3250,Nicolaus,Feyer,
3251,Nicolaus,Fodroczy,
3252,Nicolaus,Galey,
3253,Nicolaus,Garazda de Garazdincz,
3254,Nicolaus,Gathaloczy de Grayna,
3255,Nicolaus,Gatthal,
3256,Nicolaus,Gelchych,
3257,Nicolaus,Gerdak,
3258,Nicolaus,Gerwas,
3259,Nicolaus,Gorycza,
3260,Nicolaus,Gothal,
3261,Nicolaus,Gradicza,
3262,Nicolaus,Gradycze,
3263,Nicolaus,Gradysza,
3264,Nicolaus,Gradysze,
3265,Nicolaus,Gradyza,
3266,Nicolaus,Gradyzza,
3267,Nicolaus,"Gregoryancz, de",
3268,Nicolaus,Gregoryanczy,
3269,Nicolaus,Gyelchych,
3270,Nicolaus,Hagmasy,
3271,Nicolaus,Halewosowchy,
3272,Nicolaus,Herendych,
3273,Nicolaus,Herkffy,
3274,Nicolaus,Homasky,
3275,Nicolaus,Horwath,
3276,Nicolaus,Horwathych,
3277,Nicolaus,Horwathych de Gunwyak,
3278,Nicolaus,Hozwheghy,
3279,Nicolaus,Hozwhegi,
3280,Nicolaus,Hozwhegy,
3281,Nicolaus,Hozywhegy,
3282,Nicolaus,Hozzuhegy,
3283,Nicolaus,Hozzweghy,
3284,Nicolaus,Hozzwheghy,
3285,Nicolaus,Hozzwhegy,
3286,Nicolaus,Hrwsewechky,
3287,Nicolaus,Hrwsoczy,
3288,Nicolaus,"Hrwsowcz, de",
3289,Nicolaus,Hrwssoczy,
3290,Nicolaus,Imprych,
3291,Nicolaus,Istauanffi,
3292,Nicolaus,Isthwanffy,
3293,Nicolaus,Isthwanych,
3294,Nicolaus,Istuanffy,
3295,Nicolaus,Istwanfy,
3296,Nicolaus,Istwanych,
3297,Nicolaus,Iwanych,
3298,Nicolaus,"Kalym, de",
3299,Nicolaus,"Kalyn, de",
3300,Nicolaus,Kamarcza,
3301,Nicolaus,"Kamarcza, de",
3302,Nicolaus,Kasnarych,
3303,Nicolaus,Kerchelich,
3304,Nicolaus,Kerchelych,
3305,Nicolaus,Kerchen,
3306,Nicolaus,Kerekes,
3307,Nicolaus,Kerhen,
3308,Nicolaus,Klywcharych,
3309,Nicolaus,Kolynzky,
3310,Nicolaus,Komandor,
3311,Nicolaus,Kwkecz,
3312,Nicolaus,Kwrtha,
3313,Nicolaus,Kys,
3314,Nicolaus,Kyssewych,
3315,Nicolaus,Laczkowych,
3316,Nicolaus,Laczkoych,
3317,Nicolaus,Ladislauych,
3318,Nicolaus,Ladislawych,
3319,Nicolaus,Ladomer,
3320,Nicolaus,Ladtowacz,
3321,Nicolaus,Ladyzlaych,
3322,Nicolaus,Lapychewich,
3323,Nicolaus,Lapychewych,
3324,Nicolaus,Lathowecz,
3325,Nicolaus,Lowrencheych,
3326,Nicolaus,Lowynchych,
3327,Nicolaus,Lowynchycz,
3328,Nicolaus,Lowynshych,
3329,Nicolaus,Lwben,
3330,Nicolaus,Lychkowych,
3331,Nicolaus,Lychkoych,
3332,Nicolaus,Lythkowych,
3333,Nicolaus,Lywben,
3334,Nicolaus,Machylany,
3335,Nicolaus,Madaraz,
3336,Nicolaus,Magyar,
3337,Nicolaus,Malekoczy,
3338,Nicolaus,Martynusewych,
3339,Nicolaus,Martynussewych,
3340,Nicolaus,Mayhenych,
3341,Nicolaus,Mochylay,
3342,Nicolaus,Mochylzky,
3343,Nicolaus,Moczylzky,
3344,Nicolaus,Mykulas,
3345,Nicolaus,Mykwlas,
3346,Nicolaus,Mykwlasych,
3347,Nicolaus,Natheych de Rakytowcz,
3348,Nicolaus,Nemadych,
3349,Nicolaus,Nenadych,
3350,Nicolaus,Oblynarych,
3351,Nicolaus,Omasych,
3352,Nicolaus,Oros,
3353,Nicolaus,Ozeel,
3354,Nicolaus,Ozel,
3355,Nicolaus,Palfy,
3356,Nicolaus,Pekry,
3357,Nicolaus,Pethoza,
3358,Nicolaus,Pethrychewych,
3359,Nicolaus,Pezery,
3360,Nicolaus,Phylypchich,
3361,Nicolaus,Pogar,
3362,Nicolaus,Pokwpecz,
3363,Nicolaus,Posegay,
3364,Nicolaus,Pwchych,
3365,Nicolaus,"Pzaryewo, de",
3366,Nicolaus,Rasa,
3367,Nicolaus,Rogar,
3368,Nicolaus,Rwzoczy,
3369,Nicolaus,Sabbyachky,
3370,Nicolaus,Sabrachky,
3371,Nicolaus,Salgay de Janyasowcz,
3372,Nicolaus,Scleghazy,
3373,Nicolaus,"Sesincz, de",
3374,Nicolaus,Soldimarych,
3375,Nicolaus,Swpanych,
3376,Nicolaus,Sylvye,
3377,Nicolaus,Thersachky,
3378,Nicolaus,Thomasdych,
3379,Nicolaus,Thoplychay,
3380,Nicolaus,Thoplychyczay,
3381,Nicolaus,Thurbelty,
3382,Nicolaus,Thwrbelth,
3383,Nicolaus,Thwrbelthy,
3384,Nicolaus,Thwrbelti,
3385,Nicolaus,Topliczay,
3386,Nicolaus,Veres,
3387,Nicolaus,Wagathowych,
3388,Nicolaus,Wagathoych de Miholya,
3389,Nicolaus,Walachos,
3390,Nicolaus,Wgrinowych,
3391,Nicolaus,Wgroni,
3392,Nicolaus,Wgrynowych,
3393,Nicolaus,Wogrynowych,
3394,Nicolaus,Wok,
3395,Nicolaus,Woykffy,
3396,Nicolaus,Woykowych,
3397,Nicolaus,Wozak,
3398,Nicolaus,Wragothoych,
3399,Nicolaus,Wyczetych,
3400,Nicolaus,Wynchethych,
3401,Nicolaus,Wynchethyncz,
3402,Nicolaus,Wytesych,
3403,Nicolaus,Zabo,
3404,Nicolaus,Zaboky,
3405,Nicolaus,Zekel,
3406,Nicolaus,Zemees,
3407,Nicolaus,Zenthywany,
3408,Nicolaus,Zerblyn,
3409,Nicolaus,Zerketh,
3410,Nicolaus,Zermek,
3411,Nicolaus,Zlywarych,
3412,Nicolaus,Zrini,
3413,Nicolaus,Zryny,
3414,Nicolaus,Zthobyczay,
3415,Nicolaus,Zthobyczey,
3416,Nicolaus,Zthrezoye,
3417,Nicolaus,Zthryzoye,
3418,Nicolaus,Zthwbyczay,
3419,Nicolaus,Ztrezoya,
3420,Nicolaus senior,,
3421,"Nicolaus, Stephanus",Zaboky,
3422,Orbanus,,
3423,Osuald,,
3424,Osvald,,
3425,Osvaldus,,
3426,Osvaldus,"Jarna, de",
3427,Oswald,,
3428,Oswald,Polian,
3429,Oswaldus,,
3430,Ozel,"Jalsowcz, de",
3431,Panco,Borothwa,
3432,Pathicas,,
3433,Pauco,,
3434,Paukonis,,
3435,Pauli,Glawach,
3436,Pauli,Grexych,
3437,Paulus,,
3438,Paulus,Bobanych,
3439,Paulus,Boznych,
3440,Paulus,Brodarych,
3441,Paulus,Bubanych,
3442,Paulus,Busanych,
3443,Paulus,Bwbanich,
3444,Paulus,Bwbanych,
3445,Paulus,Bwsanich,
3446,Paulus,Chaulowych,
3447,Paulus,Chauloych,
3448,Paulus,Dobrossewych,
3449,Paulus,Dombay,
3450,Paulus,Dyankowych,
3451,Paulus,Golobowych,
3452,Paulus,Golwbych,
3453,Paulus,Greghsich,
3454,Paulus,"Gregoryancz, de",
3455,Paulus,Gregoryanczy,
3456,Paulus,Grexych,
3457,Paulus,Horuath,
3458,Paulus,Horvat,
3459,Paulus,Horwat,
3460,Paulus,Horwath,
3461,Paulus,Isthwanfy,
3462,Paulus,Iwanusthych,
3463,Paulus,Kakas,
3464,Paulus,Keleminoych,
3465,Paulus,Kelemyoicz,
3466,Paulus,Kerechen,
3467,Paulus,Kerechyn,
3468,Paulus,Kermchych,
3469,Paulus,Kernchych,
3470,Paulus,Klezthych,
3471,Paulus,"Mendzenth, de",
3472,Paulus,Modych,
3473,Paulus,Murathowych,
3474,Paulus,Mwdych,
3475,Paulus,Mwrathowych,
3476,Paulus,Nespesky,
3477,Paulus,Newrathowych,
3478,Paulus,Orechoczy,
3479,Paulus,Orehoczy,
3480,Paulus,Orsich,
3481,Paulus,Orsych,
3482,Paulus,Pan,
3483,Paulus,Petheo,
3484,Paulus,Pethew,
3485,Paulus,Pettö,
3486,Paulus,"Pezeryo, de",
3487,Paulus,Pohakoczy,
3488,Paulus,Poschay,
3489,Paulus,Posgay,
3490,Paulus,Possgay,
3491,Paulus,Puhakoczy,
3492,Paulus,Pwhakoczy,
3493,Paulus,Rathkay,
3494,Paulus,"Rawen, de",
3495,Paulus,Sabarych,
3496,Paulus,Sathrych,
3497,Paulus,Spyranchych,
3498,Paulus,Thremecz,
3499,Paulus,Velemineych,
3500,Paulus,Zeld,
3501,Paulus,Zele,
3502,Paulus,Zremecz,
3503,Paulus,Zryemecz,
3504,Paulus,Ztepanych,
3505,Paulus,Zwld,
3506,"Paulus, Georgius",Schytaroczy,
3507,Pawkonis,,
3508,Pawkonis,Arbanaz,
3509,Perti,Dyankowych,
3510,Peter,Czwlyffay,
3511,Peter,Dwphyak,
3512,Peter,Progowczy,
3513,Peter,Satrych,
3514,Petri,Nagh,
3515,Petri,Pathachych,
3516,Petrus,,
3517,Petrus,"Adowcz, de",
3518,Petrus,Antholkowych,
3519,Petrus,Antholkoych,
3520,Petrus,Antolkowych,
3521,Petrus,Antolkoych,
3522,Petrus,Arras,
3523,Petrus,Aytych,
3524,Petrus,Bagachoy,
3525,Petrus,Baxay,
3526,Petrus,Bedekowych,
3527,Petrus,Bedekoych,
3528,Petrus,Bellyewych,
3529,Petrus,Bely,
3530,Petrus,Belyewych,
3531,Petrus,Berywoy,
3532,Petrus,Bochkay,
3533,Petrus,Bogachey,
3534,Petrus,Boghachoy,
3535,Petrus,Borcz,
3536,Petrus,Borothwa,
3537,Petrus,Bryttwych,
3538,Petrus,Bwak,
3539,Petrus,Bwkowecz,
3540,Petrus,Byllyak,
3541,Petrus,Bylyak,
3542,Petrus,Castelanffy,
3543,Petrus,Castellanffy,
3544,Petrus,Castellanfy,
3545,Petrus,Castellani,
3546,Petrus,Chernkoczy,
3547,Petrus,Chesel,
3548,Petrus,Chwuthych,
3549,Petrus,Czwethnych,
3550,Petrus,Czwethych,
3551,Petrus,Danielis,
3552,Petrus,Diacowych,
3553,Petrus,Dobychak,
3554,Petrus,Dobychyak,
3555,Petrus,Draneth,
3556,Petrus,Draskouich,
3557,Petrus,Draskovych aliter Vayde,
3558,Petrus,"Draskowcz, de",
3559,Petrus,Draskowych,
3560,Petrus,Dyachych,
3561,Petrus,Dyankowych,
3562,Petrus,Erdedi,
3563,Petrus,Erdedy,
3564,Petrus,Erdeg,
3565,Petrus,Erdeody,
3566,Petrus,Erdeudy,
3567,Petrus,Erdevdy,
3568,Petrus,Erdewdi,
3569,Petrus,Erdewdy,
3570,Petrus,Fanchy,
3571,Petrus,Farkassych,
3572,Petrus,Fegweres,
3573,Petrus,Fekethe,
3574,Petrus,Fekethew,
3575,Petrus,Feyer,
3576,Petrus,Finthycz,
3577,Petrus,Franetych,
3578,Petrus,Fychur,
3579,Petrus,Fychwr,
3580,Petrus,Fynthych,
3581,Petrus,Fynthycz,
3582,Petrus,Fyntych,
3583,Petrus,Galynych,
3584,Petrus,"Gerecz, de",
3585,Petrus,Gombechych,
3586,Petrus,Gubaszoczy,
3587,Petrus,Gwbascoczy,
3588,Petrus,Gwbasoczy,
3589,Petrus,Gwbassoczy,
3590,Petrus,Gwbassowczy,
3591,Petrus,Hansoczy,
3592,Petrus,Harmiczar,
3593,Petrus,Horvath,
3594,Petrus,Horwath,
3595,Petrus,Horwath Zelyna,
3596,Petrus,Horwath de Kwsthyarowcz,
3597,Petrus,Horwathych,
3598,Petrus,Horwathynowych,
3599,Petrus,Horwsych,
3600,Petrus,Hrusoczy,
3601,Petrus,Hrwathynoych,
3602,Petrus,Hrwsoczy,
3603,Petrus,Hrwssoczy,
3604,Petrus,Hwzar,
3605,Petrus,Hymprich,
3606,Petrus,Imbrych,
3607,Petrus,Imprych,
3608,Petrus,Isthwanych,
3609,Petrus,Istwanych,
3610,Petrus,Izdencz,
3611,Petrus,Izdenczy,
3612,Petrus,Izzdenczy,
3613,Petrus,Jantholkoych,
3614,Petrus,"Kalym, de",
3615,Petrus,Kastelanffy,
3616,Petrus,Kastellanffy,
3617,Petrus,Keczer,
3618,Petrus,Keglewych,
3619,Petrus,Kelemynech,
3620,Petrus,Kerechyn,
3621,Petrus,Kerekes,
3622,Petrus,Kerhen,
3623,Petrus,Konzkay,
3624,Petrus,Konzky,
3625,Petrus,Krekes,
3626,Petrus,Krichych,
3627,Petrus,Krwpich de Blaga,
3628,Petrus,Krwpych,
3629,Petrus,Krychych,
3630,Petrus,Kurthesy,
3631,Petrus,Kyrtesi,
3632,Petrus,Kyrthesy,
3633,Petrus,Kys,
3634,Petrus,Kywrthessy,
3635,Petrus,Laczkoych de Rakytowcz,
3636,Petrus,Laczoych,
3637,Petrus,Ladomer,
3638,Petrus,Latzowych,
3639,Petrus,Lenardych,
3640,Petrus,Liplay,
3641,Petrus,Lowaz,
3642,Petrus,Madaraz,
3643,Petrus,Mazynzky,
3644,Petrus,Mihanowych,
3645,Petrus,Modych,
3646,Petrus,Mwdych,
3647,Petrus,Myhalych,
3648,Petrus,Myhanovych,
3649,Petrus,Myhanowych,
3650,Petrus,Mykchecz,
3651,Petrus,Mykwlych,
3652,Petrus,Nag,
3653,Petrus,Nagh,
3654,Petrus,Nezpesy,
3655,Petrus,Orehoczy,
3656,Petrus,"Orehovcz, de",
3657,Petrus,Pan,
3658,Petrus,Patachych,
3659,Petrus,Pathachych,
3660,Petrus,Pathaki,
3661,Petrus,Pathaky,
3662,Petrus,Peparych,
3663,Petrus,Petherkoych ad Petrowynam,
3664,Petrus,Pethrychewych,
3665,Petrus,Petrichewych,
3666,Petrus,Petrwsewych,
3667,Petrus,Petrychewych,
3668,Petrus,Petthrwssewych,
3669,Petrus,Pettö,
3670,Petrus,"Philethyncz, de",
3671,Petrus,Polyak,
3672,Petrus,Poyathych,
3673,Petrus,Poyatych,
3674,Petrus,Prakowch,
3675,Petrus,Rachich,
3676,Petrus,Rachych,
3677,Petrus,Radoich,
3678,Petrus,Radowych,
3679,Petrus,Rathkay,
3680,Petrus,Ratkhay,
3681,Petrus,Ratthkay,
3682,Petrus,Razkay,
3683,Petrus,Sabarych,
3684,Petrus,Sabarych de Lokawcz,
3685,Petrus,Sarchych,
3686,Petrus,Sarkowych,
3687,Petrus,Sarshych,
3688,Petrus,Semoczy,
3689,Petrus,Semozcy,
3690,Petrus,Sigmondych,
3691,Petrus,Simon,
3692,Petrus,Simonffy,
3693,Petrus,Simonfy,
3694,Petrus,Swasthych,
3695,Petrus,Swastych,
3696,Petrus,Swazthych,
3697,Petrus,Swogor,
3698,Petrus,Sygmondych,
3699,Petrus,Symondych,
3700,Petrus,Telecz,
3701,Petrus,Thelecz,
3702,Petrus,Thomassowych,
3703,Petrus,Thomaszowych,
3704,Petrus,Wayd,
3705,Petrus,Wayde,
3706,Petrus,Waywode,
3707,Petrus,Wladyssych,
3708,Petrus,Wokychewych,
3709,Petrus,Wokychwych,
3710,Petrus,Wragoych,
3711,Petrus,Wydoych,
3712,Petrus,Zakachych,
3713,Petrus,Zdenczy,
3714,Petrus,Zeld,
3715,Petrus,Zenth Iwan,
3716,Petrus,Zliwarych,
3717,Petrus,Zlywarych,
3718,Petrus alterius,,
3719,Petrus alterius,Antolkoych,
3720,"Petrus, Ladislaus",Castellanffy,
3721,"Petrus, Ladislaus",Imprych,
3722,"Petrus, Ladislaus",Kastellanffy,
3723,"Petrus, Mathias",Antholkowych,
3724,Petry,Pethrychewich,
3725,Philip,,
3726,Philip,Horwath,
3727,Philippus,,
3728,Philipus,,
3729,Philipus,Horwath,
3730,Potencia,,
3731,Potentia,,
3732,Prykray,Iwanecz,
3733,Radozaw,Dely,
3734,Radozlaw,Dely,
3735,Raphael,,
3736,Rosa,,
3737,Sandor,,
3738,Sandrini,,
3739,Sara,,
3740,Sarko,Bertha,
3741,Sartini,Sabaryth,
3742,Scolastica,,
3743,Sebastiani,Kerekes,
3744,Sebastianus,Kerekes,
3745,Sebastianus,Suppanych,
3746,Sebestianus,Kerekes,
3747,Serafinus,,
3748,Seraphinus,,
3749,Sigismund,,
3750,Sigismund,Borothwa,
3751,Sigismund,Frodnohar,
3752,Sigismund,Pagani,
3753,Sigismund,Pogan,
