place_id,historical_name,county_id,modern_place,modern_uncertain
701,Dobochecz,1,,
702,Dobovcz,1,DUBOVEC,
703,Dobowcz,1,DUBOVEC,
704,Dobownyk,3,,
705,Dobowyna,1,,
706,Dobowyo in Berzewcze,1,,
707,Dobra Kuchya,1,,
708,Dobrachwcha,1,,
709,Dobrachwcha cum pertinentiis,1,,
710,Dobrakuchya,1,,
711,Dobrawa,4,,
712,Dobrawa ad Lythwuanych,4,,
713,Dobrawa villa ad Lythwanych,4,,
714,Dobrawycza,2,,
715,Dobrokychya,1,,
716,Dobrowa Czerzka,4,,1
717,Dobrowoych,1,,
718,Dobrowych,1,,
719,Dobrowyncz,1,,
720,Dobryncz,1,,
721,Dol,4,,1
722,Dolane,4,DOLAJNA,1
723,Dolanie,4,DOLAJNA,
724,Dollyany,4,DOLAJNA,
725,Dolyan,4,DOLAJNA,
726,Dolyan ad Belam,1,,
727,Dolyancz,1,,
728,Dolyane,4,DOLAJNA,1
729,Dolyany,4,DOLAJNA,
730,Dolyanye,4,DOLAJNA,
731,Domaghowych,4,DOMAGOVIĆ,
732,Domagowych,4,DOMAGOVIĆ,
733,Domagowych- judicatus (Jazthrebarzka-castrum),4,DOMAGOVIĆ,
734,Domancusowcz,1,,
735,Domankwsoucz,1,,
736,Domankwsowcz,1,,
737,Dombrensi,1,,
738,Dombro,1,,
739,"Dombro-oppidum, Gradecz",1,,
740,"Dombro-provincia, ad Sanctum Michaelem",1,,
741,Donadoucz,1,,1
742,Donadowcz,1,,
743,Dool,4,,
744,Dorozlo Bakwa,1,,
745,Dragalen,1,,
746,Dragalyn ad Belam,1,,
747,Dragalyna,1,,
748,Draganychy,4,DRAGANIĆI,
749,Draganychy ad Okych,4,DRAGANIĆI,
750,Dragatyn,1,,
751,Dragonoscz,4,DRAGONOŽEC,
752,Dragonosczi,4,DRAGONOŽEC,
753,Dragonosczy,4,DRAGONOŽEC,
754,Dragowya,1,,
755,Dragowya-ad Achynam,1,,
756,Dragowyna,1,,
757,Dragwnych-judicatus ad Okych,4,DRAGANIĆI,
758,Dragyanych,4,DRAGANIĆI,
759,Drakcha,1,,
760,Drascha,1,,
761,Drascha ad Gemenecz,1,,
762,Drascha ad Gemlech,1,,
763,Draschya,1,,
764,Draschyna ad Gemlecz,1,,
765,Drascowcz,1,,
766,Drasewcz,1,,
767,Drasimercz,1,,
768,Draskowcz,1,,
769,Drasowch,1,,
770,Drasowcz,1,,
771,Drawamelleke,1,,
772,Drawamelleky,1,,
773,Dremowa (Drenowa*),4,,
774,Drenoua,4,DRENOVA,
775,Drenowa,4,DRENOVA,
776,"Druskoucz, Koskovcz",2,"DRUŽKOVEC, KOŠKOVEC",
777,Drwskowcz,2,DRUŠKOVEC,
778,"Drwskowcz, Koskowcz",2,"DRUŽKOVEC, KOŠKOVEC",
779,"Drwskowcz, Oskowcz",2,"DRUŽKOVEC, KOŠKOVEC",
780,Dryenowa,4,DRENOVA,
781,Duboucz,1,DUBOVICA,
782,"Dubouycza, Kapolna",1,"DUBOVICA, KAPELA",
783,Dubowcz,1,,
784,Dubrawa,4,,
785,Dulepzka,1,DULJEVSKA,
786,Duoryany,4,,
787,Dwbowcz,1,,
788,Dwbowecz,4,,
789,Dwbrawa,4,,1
790,Dwbyno,1,,
791,Dwgy Werh,1,,
792,Dwlebska,1,DULEPSKA,
793,Dwlebzka,1,DULEPSKA,
794,"Dwlebzka, Graberyancz*",1,DULEPSKA,
795,Dwlepska,1,DULEPSKA,
796,Dwlepzka,1,DULEPSKA,
797,"Dwlepzka, Erdowcz",1,"DULEPSKA, ERDOVEC",
798,"Dwlepzka, Graboryancz",1,DULEPSKA,
799,Dwlyebzka,1,DULEPSKA,
800,Dwmowcz,4,,
801,Dworane,4,,
802,Dworany,4,,1
803,Dworyancz,1,,
804,Dworysche,1,DVORIŠĆE,
805,Dworysche,4,DVORIŠĆE,
806,Dworysche Superior,4,"DVORIŠĆE, OREHOVEC",
807,"Dworysche, Orehowcz",1,"DVORIŠĆE, OREHOVEC",
808,Dworyschye Superior,4,DVORIŠĆE,
809,"Dworyschye, Orehowcz",1,"DVORIŠĆE, OREHOVEC",
810,"Dworyschye, Orehowczy",1,"DVORIŠĆE, OREHOVEC",
811,Dworyste,1,DVORIŠĆE,
812,Dworysthe,1,DVORIŠĆE,
813,Dwsicza cum pertinentiis,4,DUŽICA,
814,Dwsycha Mala cum pertinentiis ad castrum Hrazthowycha,4,DUŽICA,
815,Dwsycza,4,DUŽICA,
816,Dwsycza Mala cum pertinentiis,4,DUŽICA,
817,Dwsycza Mala-cum pertinentiis,4,DUŽICA,
818,Dwsycza Minor,4,DUŽICA,
819,Dwsycza Parva,4,DUŽICA,
820,Dyakowch,1,,
821,Dyakowcz,1,,
822,Dyanfeld,1,,
823,Dyanfelde,1,,
824,Dyanffeld,1,,
825,Dyewsewcz,1,,
826,Dymitrowcz,1,,
827,Dymychffeld,1,,
828,Dymythrowcz,2,DIMITROVEC,
829,Ebres,1,OBREŽ,
830,Ebres in Berzewcze,1,OBREŽ,
831,"Ebres, Koren",1,OBREŽ,
832,"Ebres, Zerdahel",1,OBREŽ,
833,Ecclesia Zagrabiensis,4,,
834,Eghywdowcz,4,,
835,"Egwdowcz, Chargowcz, Polyana",2,,
836,"Egywdo, Charkowcz",2,,
837,Emeryhowcz,1,IMBRIOVEC,
838,Emrihowcz,1,IMBRIOVEC,
839,Emrychowcz,1,IMBRIOVEC,
840,Emryholcz,2,IMBRIOVEC,
841,Emryhowcz,1,IMBRIOVEC,
842,Emryhowcz,2,IMBRIOVEC,
843,Endercowcz,1,IMBRIOVEC,
844,Erdocz,1,ERDOVEC,
845,Erdowcz,1,ERDOVEC,
846,Erdowcz*,1,ERDOVEC,
847,Erdowhcz,1,ERDOVEC,
848,Erpenye,2,,
849,Erwencze,1,,
850,Fabianocz,1,,
851,Fabyanchewcz,1,,
852,Fabyankowcz,1,,
853,Fabyanowcz,1,,
854,Farcasovcz,1,,
855,Farkadyn,1,,
856,Farkasowcz,1,,
857,Farkassowcz,1,,
858,Farkazowcz,1,,
859,Felse Chezmyche,1,,
860,Felse Chezmycze,1,,
861,Felse Izdencz,1,,
862,Felse Wolyawlya,4,,
863,Felse Zemche,1,,
864,Felse Zthwbycza,4,GORNJA STUBICA,
865,Felseu Ztobycza,4,GORNJA STUBICA,
866,"Felseu Ztobycza, Lepa Vez",4,"GORNJA STUBICA, LEPA VES",
867,Felsew Bakwa,1,GORNJA BUKOVICA,1
868,Felsew Bakwa,3,GORNJA BUKOVICA,1
869,Felsew Bakwa cum pertinentiis,3,GORNJA BUKOVICA,1
870,Felsew Chesmyche,1,,
871,Felsew Gerzencze,1,,
872,Felsew Hyzdencz,1,,
873,Felsew Izdencz,1,,
874,Felsew Pozawye / Zablathye,4,,
875,Felsew Soploncza,1,,
876,Felsew Soproncha,1,,
877,Felsew Soproncza,1,,
878,Felsew Stwbycza,4,GORNJA STUBICA,
879,Felsew Thothwssewyna,1,,
880,Felsew Totusewyna,1,,
881,Felsew Wolawlya,4,VOLAVJE,
882,Felsew Zemche,1,,
883,Felsew Zempche,1,,
884,Felsew Zthobycza,4,GORNJA STUBICA,
885,Felsew Zthwbycza,4,GORNJA STUBICA,
886,"Felsew Zthwbycza, Bedenycze",4,"GORNJA STUBICA, BEDENICA",
887,"Felsew Zthwbycza, Bosyako",4,"GORNJA STUBICA, BOŽJAKOVINA",
888,Felsew Ztobycza,4,GORNJA STUBICA,
889,Felsew Ztwbycza,4,GORNJA STUBICA,
890,Felsewztobycza,4,GORNJA STUBICA,
891,Felso Czesmycze,1,GORNJA STUBICA,
892,Felso Zthwbycza,4,GORNJA STUBICA,
893,Felsow Stwbicza,4,GORNJA STUBICA,
894,Felsse Zthobycza,4,GORNJA STUBICA,
895,Felsw Bakwa,3,GORNJA STUBICA,
896,Felwsew Krayachowcz,1,GORNJA STUBICA,
897,Feolso Ztobycza,4,GORNJA STUBICA,
898,Ferkulovcz,2,FERKULJEVEC,
899,Ferkwlewcz,2,FERKULJEVEC,
900,Ferkwlowcz,2,FERKULJEVEC,
901,Ferkwlyewczy,2,FERKULJEVEC,
902,Ferkwlyocz,2,FERKULJEVEC,
903,Ferkwlyowcz,2,FERKULJEVEC,
904,Fewlsew Soproncza,1,,
905,Fewlsew Zthobycza,4,GORNJA STUBICA,
906,Feyerkew,1,,
907,Feyrkew-waywodatus cum pertinentiis,1,,
908,Filyphfalwa,1,,
909,Finthincz,1,,
910,Fodoroucz,3,FODOROVEC,
911,Fodorowcz,1,FODOROVEC,
912,Fodorowcz,3,FODOROVEC,
913,Fodorowczy,2,FODOROVEC,
914,Fodroucz,1,FODOROVEC,
915,Fodrowcz,1,FODOROVEC,
916,Foryanowcz,1,,
917,Furmeghoch,1,,
918,Fwka,1,FUKA,
919,Fychowcz,1,,
920,Fyerky,1,,
921,Fylethyncz,1,,
922,Fylippfalwa,1,,
923,Fynchewcz,1,,
924,Fynthych,1,,
925,Fynthyncz,1,,
926,Galgoncha,1,GLOGOVNICA,
927,Galgoncha-ad provincia,1,GLOGOVNICA,
928,Galgoncza,1,GLOGOVNICA,
929,"Galgoncza, Kalecz",1,GLOGOVNICA,
930,"Galgoncza, Thkalecz",1,GLOGOVNICA,
931,Galgoncza-provincia ad,1,GLOGOVNICA,
932,Galgowo,4,GALGOVO,
933,Galgowo (Okych),4,GALGOVO,
934,Galguncha,1,,
935,Galowchecz,1,,
936,Galowcz,1,,
937,Garazda,1,,
938,Garazdyncz,1,,
939,Gardowa,1,,
940,Garyghnycze,1,,
941,Garygnycza,1,,
942,Gathalocz,1,,
943,Gathalovcz,1,,
944,Gathalowcz,1,,
945,Gathalowcz,2,,
946,Gayancz,2,,
947,"Gayancz, Nedelyancz",2,"GOJANEC, NEDELJANEC",
948,Gayanczy,1,GOJANEC,
949,Gedrocz,1,,
950,Gedrowcz,1,,
951,Gemelgfelde,1,,
952,Geramuczyak,2,,
953,Gereben,4,GREBEN,1
954,Gerecz,1,,
955,Gerecz,4,,
956,Geremchari,2,,
957,Gerwasowcz,1,,
958,Gerzencze,1,,
959,Ghoricza,4,,
960,Glagowo,4,,
961,Glaunycza Sanctae Trinitatis,4,,
962,"Glavnycza, Ztobycza",4,"GLAVNICA, STUBICA",
963,Glawnicza,4,GLAVNICA,
964,Glawnicza Zelinawar,4,GLAVNICA,
965,Glawnycha,4,GLAVNICA,
966,Glawnycha ad Zelynawar,4,GLAVNICA,
967,Glawnycza,4,GLAVNICA,
968,"Glawnycza, Zthobycza",4,GLAVNICA,
969,Globochech,4,GLOBOČEC,
970,Globochecz,1,GLOBOČEC,
971,Globochecz,4,GLOBOČEC,
972,"Globochecz, Polyana",1,"GLOBOČEC, POLJANA",
973,Globochez,4,GLOBOČEC,
974,Globochicha,1,GLOBOČEC,
975,Globochycza,1,GLOBOČEC,
976,"Glokosowcz, Mylethynch",1,,
977,"Golgoncza, Kalecz",1,"GLOGOVNICA,",1
978,Golyak- judicatus (Jazthrebarzka-castrum),4,,
979,Gorazdyncz,1,,
980,Gorbonakffew,1,,
981,Gorbonok,1,,
982,"Gorbonok, Drawamelleke",1,,
983,"Gorbonok, Drawamelleky",1,,
984,Gorbonok-oppidum cum pertinentiis,1,,
985,Gorbonok-oppidum-cum pertinentiis,1,,
986,Gorbonokfew,1,,
987,Gorbonokffew,1,,
988,Gorbonwk,1,,
989,Gorbonwk-oppidum cum pertinentiis,1,,
990,Gorbonwkfew,1,,
991,Gorbonwkfew ad Zenth Gergwara,1,,
992,Gorbowa,1,,
993,Gordova,1,,
994,Gordowa,1,,
995,Goricza in episcopatu Zagrabiensi,4,,
996,Gorycha,1,,
997,"Gorychan, Zbelye",2,,
998,Gorycza,1,GORICA,
999,Gorycza,3,GORICA,
1000,Gorycza,4,GORICA,
1001,Gorycza Maiori,4,,
1002,Gorycza sive Pregrada,2,GORIČANOVEC,1
1003,Gorycza sive Pregradye,2,GORIČANOVEC,1
1004,Gorycza sive Prygorya,2,GORIČANOVEC,1
1005,"Gorycza, Pleszo",4,"GORICA, PLESO",
1006,Gorycza-pertinens ad Hrazthowycza,4,GORICA,
1007,Gorycza-pertinentiis,1,GORICA,
1008,Gorycze,1,GORICA,
1009,Gorycze ad Zenth Gergwara,1,GORICA,
1010,Goryzca ad Hrazthowyczam,4,GORICA,
1011,Gotaleryancz,1,,1
1012,"Gotalowcz, Zawersye",2,"GOTALOVEC, ZAVRŠJE",
1013,Gothalowch,2,GOTALOVEC,
1014,Gothalowcz,1,GOTALOVEC,
1015,Gothalowcz,2,GOTALOVEC,
1016,"Gothalowcz, Zawersye",2,"GOTALOVEC, ZAVRŠJE",
1017,Gottaloucz,2,GOTALOVEC,
1018,Gotthalowcz,2,GOTALOVEC,
1019,Gozthowychy,1,GOSTOVIĆ,1
1020,Goztowycz,1,GOSTOVIĆ,1
1021,Goztowyczy,1,GOSTOVIĆ,1
1022,Graberiancz,1,,
1023,Graberya,1,GRABE,1
1024,Graberye,1,GRABE,1
1025,Graberye,2,GRABE,1
1026,Grabrych,1,GRABRIĆ,
1027,Grabrychy,1,GRABRIĆ,
1028,Gracchaan,4,GRAČANI,
1029,Gracchan,4,GRAČANI,
1030,Gracchyan,4,GRAČANI,
1031,Grachan,4,GRAČANI,
1032,Grachian,4,GRAČANI,
1033,Grachina ad Garig,1,GRAČANI,
1034,Grachyan,4,GRAČANI,
1035,Grachyna,1,GRAČINA,
1036,Gradacz,1,GRADAC,1
1037,"Gradacz, Jampnicza",4,", JAMNICA",1
1038,"Gradacz, Jampnycza",4,", JAMNICA",1
1039,Gradchane sub Medwe,4,GRAČANI,
1040,Gradchyna-ad Garych,1,,
1041,Gradecz,1,GRADEC,
1042,Gradecz-fortalitium cum pertinentiis,1,GRADEC,
1043,Gradna,1,GRADEC,
1044,Gradysche,1,,
1045,Gragena,1,,
1046,Gragenna,1,,
1047,Gragenya,1,,
1048,Gragyan,4,GRADNA,
1049,Gramchoucz,1,,
1050,Grayan,1,,
1051,Greben,4,GREBEN,1
1052,Greben cum pertinentiis,4,GREBEN,1
1053,Greben-castrum cum pertinentiis,4,GREBEN,1
1054,Grebenna,1,GREBEN,1
1055,Greczan,4,GRAČANI,
1056,Greda,1,,
1057,Gredakowcz ad Gemnecz,1,,
1058,"Gredycze, Zabok",2,"GUBAŠEVO, ZABOK",
1059,Gregorchyncz,1,,
1060,Gregorczyncz,1,,
1061,Gregorowcz,1,GREGUROVEC,
1062,Gregorowcz,2,GREGUROVEC,
1063,"Gregorowcz, Zabok",2,GREGUROVEC,
1064,Gregoryancz,1,,
1065,"Gregoryancz, Dorozlawcz, Camarcha",1,,
1066,Gregoryewcz-villicatus ad Nagkemlek,1,,
1067,Gregoryewyna,1,,
1068,"Gregoryowcz, Zaywsawcz",1,,
1069,Gregoucz,1,,
1070,Gregsynch,1,,
1071,Greguroucz,1,GREGUROVEC,
1072,Greguroucz,2,GREGUROVEC,
1073,"Greguroucz, Zabok",2,GREGUROVEC,
1074,Gregurowcz-vilicatus-ad Nagh Kemlek,1,GREGUROVEC,
1075,Gregwrowcz,1,GREGUROVEC,
1076,Gregwrowcz,2,GREGUROVEC,
1077,"Gregwrowcz, Thoplycza, Oskowcz, Wethekowcz",2,GREGUROVEC,
1078,"Gregwrowcz, Toplycza, Oskowcz",2,"GREGUROVEC,",1
1079,Gregwrowcz-ad Nagh Kemlek,1,,
1080,Gregwryewyna,1,,
1081,Gregwryowcz,1,,
1082,Grekzynchk,1,,
1083,Grexincz,1,,
1084,Grexyncz,1,,
1085,Grobosincz,1,,
1086,Grobosyncz,1,,
1087,Grymoucz,1,,
1088,Grymowcz,1,,
1089,Grysnyak,1,,
1090,"Gubassewo, Martyncze",2,"GUBAŠEVO, MARTINEC",
1091,"Gubassewo, Prozenyk",2,"GUBAŠEVO, PROSENIK",
1092,Gunnyak,1,,
1093,Gurgekowcz,1,,
1094,Gwbasewo,2,GUBAŠEVO,
1095,Gwbasowo,2,GUBAŠEVO,
1096,Gwbassewo,2,GUBAŠEVO,
1097,"Gwbassewo, Krysanch",2,GUBAŠEVO,
1098,"Gwbassewo, Prozenyk",2,"GUBAŠEVO, PROSENIK",
1099,Gwbassowo,2,GUBAŠEVO,
1100,Gwdoch,1,,
1101,Gwdowcz,1,,
1102,Gwdowcz-cum pertinentis,1,,
1103,Gwnnak,1,,
1104,Gwnnyak,1,,
1105,Gwnyak,1,,
1106,Gwrgenowcz,1,,
1107,Gwrgeroucz,1,,
1108,Gwrgewcz,1,,
1109,Gwrsincz,1,,
1110,Gymelchfeld,1,,
1111,Gywgancz,1,,
1112,Gywgyancz,1,,
1113,Gywgyekowcz,1,,
1114,Gywrethyncz,1,,
1115,Gywrgyekowcz,1,,
1116,Gywrgykowchecz,1,,
1117,Gywrgykowcz,1,,
1118,Gywrkethyncz,2,,
1119,Gywrsyncz,1,,
1120,Gywrynowcz,1,,
1121,Habyanowcz,1,,
1122,Hagen,1,HAGANJ,
1123,Haghen,1,HAGANJ,
1124,Halehosowcz,1,,
1125,Hathko,1,,
1126,Hathkozenth Mihal,1,,
1127,Hatko,1,,
1128,Haznarcz,1,,
1129,"Haznarcz, Turkoucz",1,,
1130,Hedrihowcz,1,,
1131,Hedryhowcz,1,,
1132,Hegen,1,HAGANJ,
1133,Heghen,1,HAGANJ,
1134,Hemowcz,1,,
1135,Herbolthoucz,1,,
1136,Herbolthowcz,1,,
1137,Herbolthya,1,,
1138,Herbolthyo,1,,
1139,Herborthya,1,,
1140,Herbortya,1,,
1141,Herbothowcz,1,,
1142,Hercowcz,1,,
1143,Heressyncz,1,,
1144,Heresyncz,1,,
1145,Herethyncz,1,,
1146,"Hergowicza, Pwzta Dwsa",4,,
1147,Herpeny,2,,
1148,Herpenye,2,,
1149,Heryowcz,1,,
1150,Herysynch,1,,
1151,Herzowa,1,,
1152,Hewiz-oppidum ad Dobrachwcha,1,,
1153,Hom,1,HUM,
1154,Hom,4,HUM,
1155,Hom Zenth Marthon,1,HUM,
1156,Horeowcz,1,,
1157,Horzowa,1,,
1158,Hothko,1,,
1159,Hothko Zenth Myhal,1,,
1160,Hothnya Zenth Pal,1,,
1161,Hothowa,1,,
1162,Hothowo ad Zenth Gergwara,1,,
1163,Howano ad Kapruncza,1,,
1164,Hozywfalw,1,,
1165,Hradschyna,4,,1
1166,Hrascha,4,HRAŠĆE,
1167,Hraschan,1,,
1168,Hrasche,4,HRAŠĆE,
1169,Hraschia,4,HRAŠĆE,
1170,Hraschya,4,HRAŠĆE,
1171,Hraschyna,4,,1
1172,Hraschyna ad Greben cum pertinentiis,4,,
1173,Hraschyna in pertinentiis Greben,4,,
1174,Hrasthan,1,,
1175,Hrasthye,4,,
1176,Hrastina,1,,
1177,Hrastovica cum pertinentiis,4,,1
1178,Hrastowicza cum pertinentiis,4,,
1179,Hrastowicze-castrum cum pertinentiis,4,,1
1180,Hrazthowycza-pertinencia,4,,
1181,Hrazthowycze-castrum cum pertinentiis,4,,
1182,Hrazthowycze-pertinantiae,4,,
1183,Hrazthye,4,HRAŠTJE,
1184,Hrazthyna,1,HRAŠTJE,
1185,Hraztina,1,,
1186,Hraztowycza-castrum cum pertinentiis,4,,
1187,Hraztowycze-castrum cum pertinentiis,4,,
1188,Hraztoyczam cum pertinentiis,4,,
1189,Hrebyncz,4,,
1190,Hrelych,4,HRELIĆ,
1191,Hrelychi,4,HRELIĆ,
1192,Hrelychy,4,HRELIĆ,
1193,Hromchovcz,1,,
1194,Hromchowcz,1,,
1195,Hromkowcz,1,,
1196,Hrusocz,1,HRUŠEVAC,
1197,Hrusowcz,1,HRUŠEVAC,
1198,Hrustopecowyna,1,,
1199,Hrwsewcz,4,HRUŠEVAC,
1200,Hrwskopekowyna,1,,
1201,Hrwsowcz,1,HRUŠEVAC,
1202,Hrwsowcz*,1,HRUŠEVAC,
1203,Hrwssewcz,4,HRUŠEVAC,
1204,Hrwssowcz,1,HRUŠEVAC,
1205,Hrwssowcz,4,HRUŠEVAC,
1206,Hrwssowcz ad Thopozka,4,HRUŠEVAC,
1207,Hrwssowcz ad Topozka (predium),4,HRUŠEVAC,
1208,"Hrwssowcz, Bwsthyncz",1,HRUŠEVAC,
1209,Hrwzowcz-ad Gorbonok,1,HRUŠEVAC,
1210,Hvm,1,HUM,
1211,Hwdy Bythek,4,HUDI BITEK,
1212,Hwethincz,1,,
1213,Hwm,1,HUM,
1214,Hwm,4,HUM,
1215,Hwm Zenth Marthon,1,HUM,
1216,Hwm Zenthmarton,1,HUM,
1217,Hwywaros,1,,
1218,Hwzarcz,1,,
1219,"Hwzarcz, Zenthywan",1,,
1220,Hwzywfalu,1,,
1221,Hyzdencz,1,,
1222,Ilowa,3,,
1223,Ilowa cum pertinentiis,3,,
1224,Inferior Lwkawcz,4,LIKAVEC,
1225,"Inferior Lwkawcz, Kozthaniewcz",4,"LUKAVEC, KOSTANJEVEC",
1226,"Inferior Lwkawcz, Kozthanyewcz",4,"LUKAVEC, KOSTANJEVEC",
1227,"Inferior Lwkawcz, Obres",4,"LUKAVEC, OBREŽ",
1228,Inferior Lwkawecz,4,LUKAVEC,
1229,Inferior Opathyncz,1,,
1230,Inferior Vaska,1,,
1231,Inferior Waska,1,,
1232,"Inoskowcz, Foryanowcz",1,,
1233,Insula,2,OTOK,
1234,Insula Zenth Berthalan,2,BARTOLOVEC,
1235,Insula-fortalitium*,2,OTOK,
1236,Insuly,2,OTOK,
1237,Inwsowcz,1,,
1238,Isanowcz,1,,
1239,Ista parte Zawe (s ove strane Save),4,,1
1240,Iwahnowcz ad Belam,1,IVANEC,
1241,Iwanch,1,IVANEC,
1242,Iwancz,1,IVANEC,
1243,Iwancz an Berzewcze,1,IVANEC,
1244,Iwancz in Berzewcze,1,IVANEC,
1245,Iwanheg,1,IVANEC,
1246,Iwanhegh,1,IVANEC,
1247,Iwanicz,1,IVANEC,
1248,Iwannussowcz,1,,
1249,Iwanosowcz,1,,
1250,Iwanowcz,1,,
1251,Iwanusowcz,1,,
1252,Iwanwssowcz,1,,
1253,Iwanych,1,IVANIĆ,
1254,"Iwanych-oppidum, Oppathychyncz, Bregy, Lwpoglaw",1,IVANIĆ,
1255,"Iwanych-oppidum, Oppathyncz, Bregy, Lwpoglaw",1,IVANIĆ,
1256,Iwelowcz,1,,
1257,Iwilovcz,1,,
1258,Izdencz,1,,
1259,Jacopowcz,1,,
1260,Jacupelcz,1,,
1261,Jacupelcz,2,,
1262,Jacupoucz,1,,
1263,Jacupowcz,1,,
1264,Jacwpowcz,1,,
1265,Jagustanowcz,4,AUGUSTANOVEC,
1266,Jagustonowcz (na dobrima topličke opatije),4,AUGUSTANOVEC,
1267,Jagwstanowcz,4,AUGUSTANOVEC,
1268,Jagwstanowcz (Berkyssewyna),4,AUGUSTANOVEC,
1269,Jagywdowcz,4,JEŽDOVEC,
1270,Jakopowcz,1,,
1271,"Jakovllye, Felsew et Also Byztra, Podgorye, Pzarno",4,"JAKOVLJE,GORNJA I DONJA BISTRA, PODGORJA,",1
1272,Jakowla,4,JAKOVLJE,
1273,Jakowlewcz,1,,
1274,"Jakowlia, Also Bisztra",4,"JAKOVLJE, DONJA BISTRA",
1275,"Jakowlia, Also Byztra",4,"JAKOVLJE, DONJA BISTRA",
1276,Jakowlya,4,JAKOVLJE,
1277,"Jakowlya, Also Byztra",4,"JAKOVLJE, DONJA BISTRA",
1278,"Jakowlya, Alsobysztra",4,"JAKOVLJE, DONJA BISTRA",
1279,"Jakowlya, Alsobyztra",4,"JAKOVLJE, DONJA BISTRA",
1280,Jakwpelcz,1,,
1281,Jakwpowcz,1,,
1282,Jakwpowcz ad Belam,1,,
1283,Jakwssewcz,4,JAKUŠEVEC,
1284,Jakwssowcz,4,JAKUŠEVEC,
1285,"Jakwssowcz, Maryncz, Mykchowcz",4,JAKUŠEVEC,
1286,Jalecz,1,PODJALES,1
1287,Jalez,1,PODJALES,1
1288,Jalezcz,1,PODJALES,1
1289,Jalkowcz,1,,
1290,Jalsewa,1,,
1291,Jalsewcz,1,,
1292,"Jalsewcz, Ladyzlawcz",2,,
1293,"Jalsewcz, Zenth Iwan",1,"JALŠEVEC, IVANEC",
1294,Jalsewycza,1,JALŠEVEC,
1295,Jalsoucz,1,JALŠEVEC,
1296,Jalsowcz,1,JALŠEVEC,
1297,Jalsowcz ad Galgwcza,1,JALŠEVEC,
1298,"Jalsowcz, Jerouicza Zent Iwan",1,JALŠEVEC,
1299,"Jalsowcz, Zenth Iwan",1,JALŠEVEC,
1300,"Jalsowcza, Ladyslawcz",2,"JALŠEVEC, LADISLAVEC",
1301,Jalsownyk,2,,
1302,"Jalssowcz, Ladizlawcz",2,"JALŠEVEC, LADISLAVEC",
1303,"Jalsuucz, Ladizlaucz",2,"JALŠEVEC, LADISLAVEC",
1304,Jalzowcz,1,JALŠEVEC,
1305,Jamnicza,4,JAMNICA,
1306,Jamnicza pertinentie,4,"JAMNICA, POKUPSKO",
1307,"Jamnicza, Pokupye",4,"JAMNICA, POKUPSKO",
1308,"Jamnicza, Pokwpye",4,"JAMNICA, POKUPSKO",
1309,"Jamnicza, sub Pokwpye",4,JAMNICA,
1310,Jamninycza,4,JAMNICA,
1311,Jamnycza,4,JAMNICA,
1312,"Jamnycza, Pokwpye",4,"JAMNICA, POKUPSKO",
1313,"Jamnycza, Sub Pokwpye",4,JAMNICA,
1314,Jampnycza,4,JAMNICA,
1315,Jandrasseucz,4,,
1316,Jandrassewcz,4,,
1317,Janenowcz,1,,
1318,Janosowcz,1,,
1319,Janowcz,1,,
1320,Janusowcz,1,,
1321,Janussowcz,1,,
1322,Japathyncz,1,,
1323,Jarebych,4,JAREBIĆ,
1324,Jarebychy,4,JAREBIĆ,
1325,Jarna,1,,
1326,Jarno,1,,
1327,Jarosin,1,,
1328,Jarosyna,1,,
1329,Jarthalowcz,1,,
1330,Jartholowcz,1,,
1331,Jastrebarzka-castrum cum pertinentiis,4,,
1332,Jaworowcz,1,,
1333,Jaworowcz ad Zenth Gergwara,1,,
1334,Jawowcz (Jalsowcz*),1,,
1335,Jawroch,1,,
1336,Jazenowcz,4,JESENOVEC,
1337,Jazka,4,JASTREBARSKO,
1338,Jazka-cum pertinentiis,4,JASTREBARSKO,
1339,Jazthrabarzka,4,JASTREBARSKO,
1340,Jazthrabarzka-castrum cum pertinentiis,4,JASTREBARSKO,
1341,Jazthrabarzka-cum pertinentiis,4,JASTREBARSKO,
1342,Jazthrebarzka,4,JASTREBARSKO,
1343,"Jazthrebarzka, Lyppowecz cum pertinentiis",4,JASTREBARSKO,
1344,"Jazthrebarzka, castrum",4,JASTREBARSKO,
1345,"Jazthrebarzka, castrum, Lyppowcz-oppidum in Jazthrebarska et eorundem pertinentiis",4,JASTREBARSKO,
1346,Jazthrebarzka-castrum cum pertinentiis,4,JASTREBARSKO,
1347,Jazthrebarzka-castrum cum pertinentiis cum opido,4,JASTREBARSKO,
1348,Jazthrebarzka-castrum cum pertinentiis cum oppido,4,JASTREBARSKO,
1349,"Jazthrebarzka-castrum cum suis judicatibus, Lypowcz",4,JASTREBARSKO,
1350,Jazthrebarzka-castrum; oppidum,4,JASTREBARSKO,
1351,Jazthrebynzky Werh,4,,
1352,Jaztrabartzka,4,JASTREBARSKO,
1353,Jaztrebarzka,4,JASTREBARSKO,
1354,Jaztrebarzka cum pertinentiis,4,JASTREBARSKO,
1355,Jaztrebarzka-castrum cum pertinentiis,4,JASTREBARSKO,
1356,Jaztrebarzka-cum pertinentiis,4,JASTREBARSKO,
1357,Jaztrebynzki Werh,4,,
1358,Jaztrebynzkywerh,4,,
1359,Jeghwdowcz,4,JEŽDOVEC,
1360,Jegwdowch,4,JEŽDOVEC,
