authority_id,canonical_name,modern_place,county_id,n_variants,n_entries,method,needs_review,lat,lon,hide_from_map
416,Drawamelleke,Kloštar Podravski,1,2,3,manual,0,45.9736940,17.1663312,0
417,Dremowa,Drenova,4,1,1,manual,1,45.9332276,16.1779492,0
418,Drenowa,Drenova,4,3,70,modern,0,45.9332276,16.1779492,0
419,Drwskowcz Oskowcz,Druškovec,2,3,6,manual,0,46.2567406,16.1494558,0
420,Drwskowcz,Druškovec,2,1,12,singleton,0,46.2567406,16.1494558,0
421,Dwbowcz,Dubovica,1,3,14,orthographic-exact,0,46.2880157,16.6916075,0
422,"Dubouycza, Kapolna","Dubovica, Kapela",1,1,3,singleton,0,46.2880157,16.6916075,0
423,Dubrawa,Dubrava,4,2,8,manual,0,45.8380556,16.5438889,0
424,Dwlyebzka,Dulepska,1,8,31,orthographic-fuzzy,1,45.8945450,16.3426353,0
425,Dworany,Vranov Dol,4,2,8,manual,0,45.7250,15.6319,0
426,Dwbowecz,Dubovac,4,1,2,manual,0,45.4944439,15.5344392,0
427,Dwbyno,,1,1,1,singleton,0,,,0
428,Dwgy Werh,Dugi vrh,1,1,2,manual,0,46.0708460,16.3820790,0
429,"Dwlepzka, Erdowcz","Dulepska, Erdovec",1,1,1,singleton,0,45.8945450,16.3426353,0
430,Dwmowcz,Dumovec,4,1,1,manual,0,45.8112871,16.1600015,0
431,Dworane,Malunje,4,1,2,manual,1,45.6913591,15.6262795,0
432,Dworyancz,,1,1,1,singleton,0,,,0
433,Dworysche,Dvorišće,1,3,5,modern,0,45.9847825,16.6004514,0
434,Dworyschye Superior,Dvorišće,4,3,4,modern,0,45.8238294,16.2758953,0
435,Dworysche Superior,"Dvorišće, Orehovec",4,1,1,singleton,0,45.8238294,16.2758953,0
436,"Dworysche, Orehowcz","Dvorišće, Orehovec",1,3,8,modern,0,45.9847825,16.6004514,0
437,Dwsycza,Dužica,4,7,11,modern,0,45.5381486,16.2364540,0
438,Dyakowch,Diankovec,1,2,2,manual,0,46.0413240,16.4817858,0
439,Dyanfelde,Dijankovec,1,3,5,manual,0,46.0399845,16.4815465,0
440,Dyewsewcz,,1,1,1,singleton,0,,,0
441,Gymelchfeld,Dimičkovina,1,3,6,manual,1,45.6004089,17.1695172,0
442,Ebres,Obrež,1,5,28,modern,0,46.1182956,16.4352972,0
443,Ecclesia Zagrabiensis,Zagreb (Kaptol),4,1,1,manual,1,45.8140000,15.9790000,0
444,Eghywdowcz,Ježdovec,4,1,1,manual,0,45.7766808,15.8460330,0
445,Egwdowcz - Chargowcz - Polyana,Poljana,2,1,1,manual,1,46.2700000,16.3180556,0
446,"Egywdo, Charkowcz",,2,1,1,singleton,0,,,0
447,Jemryhowcz,Imbriovec,1,6,18,modern,0,46.2563933,16.8216410,0
448,Emryholcz,Imbriovec,2,2,2,manual,0,46.2563933,16.8216410,0
449,Erdowcz,Erdovec,1,4,13,modern,0,46.0298298,16.4813125,0
450,Erpenye,,2,1,1,singleton,0,,,0
451,Erwencze,Erwencze,1,1,13,manual,1,45.3981409,17.1249961,0
452,Fabyanowcz,Narta,1,3,5,manual,0,45.8333000,16.7885000,0
453,Fabyanchewcz,Narta,1,1,3,manual,0,45.8333000,16.7885000,0
454,Farcasovcz,Farkaševac,1,1,1,manual,1,45.8922728,16.6231894,0
455,Farkadyn,Trema (okolica Čvrsteca),1,1,6,manual,1,45.9948837,16.6133459,0
456,Farkasowcz,Petrovina,1,1,2,manual,1,45.5271000,17.1602000,0
457,Farkassowcz,Petrovina,1,1,1,manual,1,45.5271000,17.1602000,0
458,Farkazowcz,,1,1,1,singleton,0,,,0
459,Felse Chezmyche,Botinac,1,2,8,manual,0,45.9996711,16.8612684,0
460,Felse Izdencz,Zdenci,1,3,7,manual,0,45.5877618,17.9514042,0
461,Felsew Zemche,Gornje Svetačje,1,3,5,manual,1,45.3500000,16.9500000,0
462,Felsew Ztobycza,Gornja Stubica,4,14,306,modern,0,45.9749888,16.0175181,0
463,"Felseu Ztobycza, Lepa Vez","Gornja Stubica, Lepa Ves",4,1,1,singleton,0,45.9749888,16.0175181,0
464,Felsew Bakwa,Špišić Bukovica,1,1,3,manual,1,45.8476964,17.2782401,0
465,Felsew Bakwa,Špišić Bukovica,3,2,3,manual,1,45.8578490,17.3011788,0
466,Felsew Bakwa cum pertinentiis,Špišić Bukovica,3,1,1,manual,1,45.8578490,17.3011788,0
467,Felwsew Krayachowcz,Novoseljani,1,2,4,manual,1,45.8964195,16.8740976,0
468,Felsew Gerzencze,Gračenica,1,1,2,manual,0,45.5149669,16.6540389,0
469,Felsew Pozawye Zablathye,Posavje Susedgradsko,4,3,3,manual,1,45.8209845,15.8307946,0
470,Felsew Soploncza,Gornja Stupčanica,1,4,8,manual,0,45.6253030,17.3375580,0
471,Felsew Totusewyna,Topolovac,1,2,2,manual,0,45.4605556,16.4358333,0
472,"Felsew Zthwbycza, Bedenycze","Gornja Stubica, Bedenica",4,1,1,singleton,0,45.9749888,16.0175181,0
473,"Felsew Zthwbycza, Bosyako","Gornja Stubica, Božjakovina",4,1,1,singleton,0,45.9749888,16.0175181,0
474,Felso Czesmycze,Čazma,1,1,4,manual,1,45.7483719,16.6132008,0
475,Ferkwlowcz,Frkuljevec Peršaveski,2,6,10,manual,0,46.1194399,16.0214049,0
476,Feyerkew,Bijela Stijena,1,1,1,manual,1,45.3420000,17.1937000,0
477,Feyrkew-waywodatus cum pertinentiis,Bijela Stijena,1,1,1,manual,1,45.3420000,17.1937000,0
478,Filyphfalwa,,1,3,3,orthographic-fuzzy,1,,,0
479,Finthincz,Finčevec,1,3,4,manual,1,46.0983830,16.4273423,0
480,Fodorowcz,Fodorovec,3,2,4,orthographic-exact,0,46.0406624,16.4103609,0
481,Fodrowcz,Fodorovec,1,3,13,manual,0,46.0406624,16.4103609,0
482,Fodorowczy,Fodorovec,2,1,1,manual,0,46.0406624,16.4103609,0
483,Foryanowcz,Prašćevac,1,1,3,manual,1,45.9195895,16.6499108,0
484,Furmeghoch,,1,1,1,singleton,0,,,0
485,Fwka,Fuka,1,1,3,singleton,0,45.8863448,16.5287441,0
486,Fychowcz,Finčevec,1,1,1,manual,0,46.0983830,16.4273423,0
487,Fyerky,,1,1,1,singleton,0,,,0
488,Phylethyncz,Pavlin Kloštar,1,2,6,manual,1,46.0073012,16.8288694,0
489,Fynchewcz,Finčevec,1,1,1,manual,0,46.0983830,16.4273423,0
490,Galgoncza,Glogovnica,1,7,13,modern,0,45.9671904,16.5272109,0
491,Galgowo,Galgovo,4,2,12,modern,0,45.7436947,15.7490376,0
492,Galowchecz,Galovac,1,1,1,manual,1,45.8439994,16.8524578,0
493,Galowcz,Galovac,1,1,2,manual,0,45.8439994,16.8524578,0
494,Garazda,,1,1,1,singleton,0,,,0
495,Garazdyncz,Veliki Grđevac,1,1,5,manual,1,45.7515565,17.0497322,0
496,Gardowa,Grđevac,1,3,21,manual,0,45.7515565,17.0497322,0
497,Garyghnycze,Garešnica,1,2,3,manual,0,45.5751322,16.9418013,0
498,Gathalowcz,Gatalovec,1,4,14,manual,1,45.7120000,17.0560000,0
499,Gothalowcz,Gotalovec,2,5,13,modern,0,46.1566949,16.2192725,0
500,Gayancz,Gojanec,2,1,1,manual,1,46.288056,16.303056,0
501,"Gayancz, Nedelyancz","Gojanec, Nedeljanec",2,1,2,singleton,0,46.288056,16.303056,0
502,Gayanczy,Gojanec,1,1,1,manual,1,46.2859049,16.3029011,0
503,Gedrocz,,1,2,2,orthographic-fuzzy,1,,,0
504,Geramuczyak,,2,1,1,singleton,0,,,0
505,Greben,Greben,4,4,11,modern,0,45.7640352,15.3341556,0
506,Gerecz,Stari Gradec,1,1,27,manual,0,45.924700,17.292500,0
507,Gerecz,Gradec (Zagreb),4,1,1,manual,0,45.8162301,15.9735992,0
508,Geremchari,,2,1,1,singleton,0,,,0
509,Gerwasowcz,,1,1,3,singleton,0,,,0
510,Gerzencze,Gračenica,1,1,3,manual,0,45.5149669,16.6540389,0
511,Gorycza,Gorica,4,4,15,modern,0,45.4339204,15.4856451,0
512,Glagowo,Galgovo,4,1,2,manual,0,45.7436947,15.7490376,0
513,Glaunycza Sanctae Trinitatis,Glavnica,4,1,3,manual,1,45.9315133,16.1417444,0
514,Glawnycza,Glavnica,4,7,70,orthographic-fuzzy,1,45.9315133,16.1417444,0
515,Globochecz,Globočec,4,3,32,modern,0,46.0154688,16.1581992,0
516,Globochecz,Lipovčani,1,3,10,manual,0,45.9855979,16.7882556,0
517,Globochecz - Polyana,Lipovčani,1,1,1,manual,1,45.9855979,16.7882556,0
518,Glokosowcz - Mylethynch,Miletinec,1,1,3,manual,1,45.933300,16.733300,0
519,"Golgoncza, Kalecz",Glogovnica,1,1,1,singleton,0,45.9671904,16.5272109,0
520,Golyak- judicatus (Jazthrebarzka-castrum),Jastrebarsko,4,1,1,manual,1,45.6716565,15.6503928,0
521,Gorazdyncz,Veliki Grđevac,1,1,2,manual,1,45.7515565,17.0497322,0
522,Gorbonokfew,Podgrađe,1,5,6,manual,1,46.0410468,17.0678562,0
523,Gorbonok Drawamelleke,Kloštar Podravski,1,4,7,manual,0,45.9736940,17.1663312,0
524,Gorbonwk-oppidum cum pertinentiis,Kloštar Podravski,1,3,4,manual,0,45.9736940,17.1663312,0
525,Gorbowa,Grbavac,1,1,2,manual,0,45.7113545,17.1014906,0
526,Goricza in episcopatu Zagrabiensi,,4,1,1,singleton,0,,,0
527,Gorycza,Gorica,1,5,26,modern,0,46.2254584,16.7320479,0
528,Gorychan - Zbelye,Goričan,2,1,4,manual,0,46.3846044,16.6768382,0
529,Gorycza,Gorica,3,1,1,singleton,0,46.2254584,16.7320479,0
530,Gorycza Maiori,,4,1,1,singleton,0,,,0
531,Gorycza sive Pregrada,Goričanovec,2,3,3,modern,0,46.1816180,15.8121486,0
532,"Gorycza, Pleszo","Gorica, Pleso",4,1,1,singleton,0,45.4339204,15.4856451,0
533,Gotaleryancz,,1,1,1,singleton,0,,,0
534,"Gotalowcz, Zawersye","Gotalovec, Završje",2,2,2,orthographic-exact,0,46.1566949,16.2192725,0
535,Gozthowychy,Gostović,1,3,6,modern,0,45.9283718,16.4445035,0
536,Graberiancz,Dulepska,1,1,1,manual,0,45.8945450,16.3426353,0
537,Graberya,Graberje Ivaničko,1,2,4,manual,0,45.7101594,16.4712034,0
538,Graberye,Grabe,2,1,5,singleton,0,46.0747054,16.0078977,0
539,Grabrych,Grabrić,1,2,4,modern,0,45.9008124,16.5057456,0
540,Grachan,Gračani,4,8,18,modern,0,45.8548503,15.9709014,0
541,Grachina ad Garig,Gračani,1,1,1,singleton,0,45.8582472,15.9740813,0
542,Grachyna,Gračina,1,1,1,singleton,0,45.9780218,16.5603046,0
543,Gradacz,Gradec,1,1,1,manual,0,45.9229065,16.4895691,0
544,Gradacz Jampnycza,Gradec Pokupski,4,2,5,manual,0,45.5479053,15.8695123,0
545,Gradchyna ad Garych,Gornja Garešnica,1,1,1,manual,1,45.6549744,16.8130529,0
546,Gradecz,Gradec,1,3,17,modern,0,45.9229065,16.4895691,0
547,Gradysche,Bršljanica,1,1,1,manual,0,45.5827915,16.8519325,0
548,Gragena,Vojakovac,1,3,14,manual,0,46.0668813,16.5936927,0
549,Gragyan,Gradna,4,1,1,singleton,0,45.8230755,15.7406015,0
550,Gramchoucz,Stare Plavnice,1,1,1,manual,0,45.8940344,16.8083834,0
551,Grayan,Čvrstec,1,1,10,manual,1,46.0044639,16.6638832,0
552,Grebenna,Grebeno,1,1,1,manual,1,45.7250000,17.0850000,0
553,Greda,Greda,1,1,1,manual,1,45.1746000,17.8435000,0
554,Gredakowcz ad Gemnecz,Bosiljevo Čazmansko,1,1,1,manual,1,45.7413407,16.5758294,0
555,"Gredycze, Zabok","Gubaševo, Zabok",2,1,3,singleton,0,46.0198728,15.8656988,0
556,Gregorchyncz,Virje,1,3,5,manual,0,46.0671920,16.9886896,0
557,Gregorowcz,Gregurovec,1,7,22,modern,0,46.0297878,16.4498379,0
558,Gregorowcz,Gregurovec,2,6,12,modern,0,46.1554811,15.9895455,0
559,Gregoryancz - Dorozlawcz - Camarcha,Novigrad Podravski,1,1,1,manual,1,46.0757469,16.9497812,0
560,Gregwrowcz ad Nagh Kemlek,Gregurovec,1,3,10,manual,1,46.0297878,16.4498379,0
561,Gregoryowcz - Zaywsawcz,Grginac,1,1,1,manual,1,45.9146495,16.8985649,0
562,Gregsynch,Mučna,1,1,1,manual,0,46.0689337,16.7375944,0
563,"Gregwrowcz, Toplycza, Oskowcz",Gregurovec,2,1,4,singleton,0,46.1554811,15.9895455,0
564,Grekzynchk,Mučna,1,1,1,manual,0,46.0689337,16.7375944,0
565,Grexyncz,Mučna,1,2,3,manual,0,46.0689337,16.7375944,0
566,Grobosincz,Grubišno Polje,1,2,4,manual,0,45.7021875,17.1722368,0
567,Grymoucz,,1,2,2,orthographic-exact,0,,,0
568,Grysnyak,,1,1,1,singleton,0,,,0
569,"Gubassewo, Martyncze","Gubaševo, Martinec",2,1,2,singleton,0,46.0198728,15.8656988,0
570,"Gwbassewo, Prozenyk","Gubaševo, Prosenik",2,2,4,orthographic-exact,0,46.0198728,15.8656988,0
571,Gwnnyak,Gunjak,1,4,10,manual,0,46.020737,16.649432,0
572,Gwrgewcz,Graberje Ivaničko,1,8,11,manual,0,45.7101594,16.4712034,0
573,Gwbassewo,Gubaševo,2,5,6,modern,0,46.0198728,15.8656988,0
574,Gwdowcz,Gudovac,1,2,4,manual,0,45.8811395,16.7846354,0
575,Gwdowcz cum pertinentis,Gudovac,1,1,1,manual,0,45.8811395,16.7846354,0
576,Gwrsincz,Mučna,1,2,6,manual,1,46.0689337,16.7375944,0
577,Gywgancz,Kaniška Iva,1,2,5,manual,0,45.5289318,16.9230556,0
578,Gywrethyncz,,1,1,2,singleton,0,,,0
579,Gywrkethyncz,,2,1,1,singleton,0,,,0
580,Gywrynowcz,,1,1,1,singleton,0,,,0
581,Habyanowcz,Habjanovac,1,1,1,manual,0,45.8782200,16.5500428,0
582,Hegen,Haganj,1,4,8,modern,0,45.9147515,16.5787186,0
583,Halehosowcz,Pavlin Kloštar,1,1,1,manual,0,46.0073012,16.8288694,0
584,Hathko,Hotko,1,2,3,manual,1,45.751556,17.049732,0
585,Hothko Zenth Myhal,Hotko,1,2,2,manual,1,45.751556,17.049732,0
586,Haznarcz,Sudovec,1,1,1,manual,0,46.1058330,16.3630500,0
587,Haznarcz - Turkoucz,Sudovec,1,1,1,manual,0,46.1058330,16.3630500,0
588,Hedrihowcz,Pavlin Kloštar,1,1,1,manual,1,46.0073012,16.8288694,0
589,Hedryhowcz,,1,1,1,singleton,0,,,0
590,Hemowcz,Đurđic,1,1,7,manual,0,46.0027595,16.5846866,0
591,Herbothowcz,Fuka,1,3,3,manual,0,45.8863448,16.5287441,0
592,Herbolthya,Veliki Poganac,1,2,3,manual,0,46.1490499,16.6151853,0
593,Herborthya,Veliki Poganac,1,2,4,manual,0,46.1490499,16.6151853,0
594,Hercowcz,,1,1,1,singleton,0,,,0
595,Herysynch,Herešin,1,3,3,manual,1,46.1769365,16.8665800,0
596,Herethyncz,Galovac,1,1,1,manual,0,45.8439994,16.8524578,0
597,Hergowicza Pwzta Dwsa,Dužica,4,1,1,manual,0,45.5381486,16.2364540,0
598,Herpeny,,2,2,2,orthographic-fuzzy,1,,,0
599,Heryowcz,,1,1,1,singleton,0,,,0
600,Herzowa,Hrsovo,1,1,1,manual,0,45.9383045,16.6850385,0
601,Hewiz,Četvrtkovac,1,1,1,manual,1,45.5833333,17.2333333,0
602,Hom,Hum,1,6,8,manual,0,45.6666512,17.5305513,0
603,Hom,Hum,4,2,38,modern,0,45.8115399,15.5974865,0
604,Horeowcz,Gračenica,1,1,7,manual,0,45.5149669,16.6540389,0
605,Horzowa,Hrsovo,1,1,8,manual,0,45.9383045,16.6850385,0
606,Hothko,Hotko,1,1,9,manual,0,45.751556,17.049732,0
607,Hothnya Zenth Pal,Stari Pavljani,1,1,1,manual,0,45.8605809,16.8746878,0
608,Hothowa,Begovača,1,1,2,manual,0,45.6649511,16.8650982,0
609,Hothowo,Đurđevac,1,1,1,manual,1,46.0410468,17.0678562,0
610,Howano,Koprivnica,1,1,1,manual,1,46.1672461,16.8102183,0
611,Hozywfalw,,1,2,2,orthographic-fuzzy,1,,,0
612,Hraschyna,Hrašće,4,6,39,modern,0,45.7306053,16.0048816,0
613,Hraschan,Raščani,1,1,5,manual,0,46.0207373,16.6494324,0
614,Hraschyna ad Greben cum pertinentiis,Hrašćina,4,2,2,manual,1,46.1104325,16.2272678,0
615,Hrasthan,Rašćani,1,1,3,manual,1,46.0207373,16.6494324,0
616,Hrazthye,Hrašće Turopoljsko,4,2,2,manual,0,45.7306053,16.0048816,0
617,Hrastina,,1,1,1,singleton,0,,,0
618,Hrastovica cum pertinentiis,Hrastovica,4,9,9,manual,0,45.3987583,16.2717361,0
619,Hrazthyna,Hraštje,1,2,3,orthographic-exact,0,45.9782359,16.2688640,0
620,Hrebyncz,Hrebinec,4,1,1,manual,0,45.8408730,16.2602719,0
621,Hrelychy,Hrelić,4,3,17,modern,0,45.7682685,16.0168954,0
622,Hromchovcz,Svinjarec,1,2,2,manual,1,45.8022580,16.5670104,0
623,Hromkowcz,Stare Plavnice,1,1,1,manual,0,45.8940344,16.8083834,0
624,Hrwsowcz,Ruševac,1,7,19,manual,0,46.0316718,16.6786684,0
625,Hrustopecowyna,,1,1,1,singleton,0,,,0
626,Hrwssowcz,Hruševac kod Topuskog,4,5,50,manual,1,45.2930000,15.9700000,0
627,Hrwskopekowyna,,1,1,1,singleton,0,,,0
628,Hwdy Bythek,Hudi Bitek,4,1,1,singleton,0,45.7097190,15.8958866,0
629,Hwethincz,,1,1,1,singleton,0,,,0
630,Hwywaros,,1,1,1,singleton,0,,,0
631,Hwzarcz,Husarec,1,1,16,manual,0,45.969039,16.539956,0
632,"Hwzarcz, Zenthywan",,1,1,1,singleton,0,,,0
633,Hyzdencz,Zdenci,1,1,5,manual,0,45.5877618,17.9514042,0
634,Ilowa,Ilova kod Grubišnog Polja,3,1,9,manual,1,45.6900000,17.1500000,0
635,Ilowa cum pertinentiis,Ilova kod Grubišnog Polja,3,1,1,manual,1,45.6900000,17.1500000,0
636,Inferior Lwkawcz,Lukavec Turopoljski,4,1,1,manual,0,45.7011134,15.9936241,0
637,"Lwkavacz, Kozthanyewcz","Lukavec, Kostanjevec",4,6,8,modern,0,45.7011134,15.9936241,0
638,"Inferior Lwkawcz, Obres","Lukavec, Obrež",4,1,1,singleton,0,45.7011134,15.9936241,0
639,Lwkawecz,Lukavec,4,11,73,modern,0,45.7011134,15.9936241,0
640,Inferior Opathyncz,Opatinec,1,1,1,manual,1,45.7172645,16.3718025,0
641,Inferior Vaska,Vaška,1,2,2,manual,0,45.8154349,17.6662543,0
642,Inoskowcz - Foryanowcz,Prašćevac,1,1,1,manual,1,45.9195895,16.6499108,0
643,Insula,Otok kod Vrbovca,2,5,28,manual,1,45.8900000,16.4300000,0
644,Iwanusowcz,Sredice,1,6,13,manual,0,46.0850000,16.9700000,0
645,Isanowcz,Hižanovec,1,1,3,manual,0,46.1137533,16.4217897,0
646,Ista parte Zawe (s ove strane Save),,4,1,1,singleton,0,,,0
647,Iwancz,Ivanec,1,8,18,modern,0,46.0759345,16.5687713,0
648,Iwanych,Ivanić-Grad,1,1,9,manual,1,45.7056756,16.3920092,0
649,Iwanych-oppidum cum pertinentiis,Lupoglav,1,2,2,manual,1,45.7970952,16.3404828,0
650,Iwelowcz,Veliki Grđevac,1,1,4,manual,1,45.7515565,17.0497322,0
651,Iwilovcz,,1,1,1,singleton,0,,,0
652,Izdencz,Zdenci,1,1,2,manual,0,45.5877618,17.9514042,0
653,Jacopowcz,Jakopovac,1,4,4,manual,0,46.0238540,16.7881984,0
654,Jacupelcz,Lipovljani,1,1,2,manual,0,45.4028679,16.8825616,0
655,Jacupelcz,,2,1,1,singleton,0,,,0
656,Jagwstanowcz,Augustanovec,4,4,12,modern,0,45.4748574,15.9383109,0
657,Jegywdowcz,Ježdovec,4,7,30,modern,0,45.7766808,15.8460330,0
658,Jakopowcz,Rovišće,1,1,1,manual,1,45.9461086,16.7317296,0
659,"Jakovllye, Felsew et Also Byztra, Podgorye, Pzarno","Jakovlje,gornja i Donja Bistra, Podgorja",4,1,2,singleton,0,45.9405659,15.8585629,0
660,Jakowla,Jakovlje,4,2,2,modern,0,45.9405659,15.8585629,0
661,Jakowlewcz,,1,1,1,singleton,0,,,0
662,"Jakowlya, Also Byztra","Jakovlje, Donja Bistra",4,5,9,modern,0,45.9405659,15.8585629,0
663,Jakwpelcz,Lipovljani,1,1,2,manual,0,45.4028679,16.8825616,0
664,Jakwpowcz,,1,1,1,singleton,0,,,0
665,Jakwpowcz ad Belam,Čaglić,1,1,1,manual,1,45.3866531,17.1570441,0
666,Jakwssewcz,Jakuševec,4,3,6,modern,0,45.7605543,16.0162815,0
667,Jalecz,Podjales,1,3,4,modern,0,45.9398153,16.4864737,0
668,Jalkowcz,Galovac,1,1,1,manual,0,45.8439994,16.8524578,0
669,Jalsewa,Čvrstec,1,10,59,manual,0,46.0044639,16.6638832,0
670,"Jalsowcza, Ladyslawcz","Jalševec, Ladislavec",2,4,8,modern,0,46.2078577,16.4827167,0
671,Jalsewcz Zenth Iwan,Čvrstec,1,1,1,manual,1,46.0044639,16.6638832,0
672,Jalsownyk,,2,1,1,singleton,0,,,0
673,Jamnycza,Jamnica,4,6,67,modern,0,45.5994427,15.8790880,0
674,"Jamnicza, Pokwpye","Jamnica, Pokupsko",4,4,7,modern,0,45.5994427,15.8790880,0
675,Jendrassewcz,Andraševec,4,3,11,manual,0,46.0003464,15.9356094,0
676,Janenowcz,Janovec,1,1,1,manual,1,46.1830000,16.7480000,0
677,Janosowcz,Sredice,1,1,8,manual,1,46.0850000,16.9700000,0
678,Janowcz,,1,1,1,singleton,0,,,0
679,Janussowcz,Gornje Sredice,1,2,8,manual,1,46.0349132,16.8191983,0
680,Japathyncz,,1,1,1,singleton,0,,,0
681,Jarebych,Jerebić,4,2,4,manual,0,45.5775055,15.9636954,0
682,Jarna,Kloštar Podravski,1,1,1,manual,0,45.9736940,17.1663312,0
683,Jarno,,1,1,1,singleton,0,,,0
684,Jarosyna,Herešin,1,2,3,manual,0,46.1769365,16.8665800,0
685,Jartholowcz,,1,2,7,orthographic-fuzzy,1,,,0
686,Jaztrebarzka-cum pertinentiis,Jastrebarsko,4,20,37,modern,0,45.6716565,15.6503928,0
687,Jaworowcz,Javorovac,1,1,1,manual,0,46.0478578,16.8973574,0
688,Jaworowcz,Đurđevac,1,1,1,manual,1,46.0410468,17.0678562,0
689,Jawowcz (Jalsowcz),Čvrstec,1,1,1,manual,1,46.0044639,16.6638832,0
690,Jawroch,Javorovac,1,1,1,manual,0,46.0478578,16.8973574,0
691,Jezenowcz,Jesenovec,4,4,34,modern,0,45.9191269,16.1428838,0
692,Jaztrebynzkywerh,Jastrebarski Vrh,4,3,9,manual,1,45.6700000,15.6500000,0
693,"Jegwdowcz, Botyncz","Ježdovec, Botinec",4,2,2,orthographic-exact,0,45.7766808,15.8460330,0
694,"Jegywdowcz, Syslawych","Ježdovec, Šišljavić",4,3,3,modern,0,45.7766808,15.8460330,0
695,"Jegywdowcz, Lochylnycza, Chehy, Nowaky, Bwzyn","Ježdovec, Lučelnica, Čehi, Novaki, Buzin",4,1,1,singleton,0,45.7766808,15.8460330,0
696,"Jelakowcz, Zablatya","Đelekovec, Zabletje",1,2,2,orthographic-exact,0,46.2506365,16.8637838,0
697,Jelkowcz,Đelekovec,1,1,3,singleton,0,46.2506365,16.8637838,0
698,Jelye,,1,2,2,orthographic-exact,0,,,0
699,"Jemryhoucz, Othok","Imbriovec, Otok",1,2,6,orthographic-exact,0,46.2563933,16.8216410,0
700,Jenderkowcz sub Garych,Gornja Garešnica,1,3,3,manual,1,45.6549744,16.8130529,0
701,Jerosyn,Galovac,1,1,2,manual,0,45.8439994,16.8524578,0
702,Jezero,Jezero Posavsko,4,1,2,manual,0,45.6346553,16.3117931,0
703,Jwrkethyncz,Jurketinec,2,4,10,orthographic-exact,0,46.2829955,16.2184004,0
704,"Jwgowcz, Powsincz",,3,1,1,singleton,0,,,0
705,Jwrowlyan,Jurjevčani,4,1,1,manual,0,45.7299368,15.6570469,0
706,Kalecz,Tkalec,1,6,11,modern,0,45.9627293,16.4505806,0
707,Kalym,Kalinje,4,1,2,manual,0,45.9814531,16.2380747,0
708,Kamacza,Novigrad Podravski,1,1,1,manual,0,46.0757469,16.9497812,0
709,Kamarcza,Novigrad Podravski,1,2,5,manual,0,46.0757469,16.9497812,0
710,Kamarya,Čaire,1,1,3,manual,0,45.5557797,16.7990067,0
711,Kamarya - Melesocz,Čaire,1,1,1,manual,1,45.5557797,16.7990067,0
712,Kamechecz ad Nagh Kemlek,Veliki Kalnik,1,3,3,manual,1,46.1332000,16.4644000,0
713,Kamenycza,Kamešnica,1,3,3,modern,0,46.0164481,16.4654737,0
714,Kamenie,Kamanje,4,1,1,manual,0,45.6470034,15.4186638,0
715,Kapella,Kapela,1,2,2,modern,0,45.9897100,16.8443705,0
716,"Kapolna, Bednye",Kapela,1,1,1,singleton,0,45.9897100,16.8443705,0
717,"Kapolna, Dobowycza","Kapela, Dubovica",1,2,5,modern,0,45.9897100,16.8443705,0
718,"Kapolna, Dobowycza, Othok, Jemryhowcz","Kapela, Dubovica, Otok, Imbriovec",1,1,2,singleton,0,45.9897100,16.8443705,0
719,Kaproncza,Koprivnica,1,10,14,modern,0,46.1672461,16.8102183,0
720,Kaptholowcz,Ivanska,1,1,1,manual,0,45.7794464,16.8063455,0
721,Karpowcz,Karlovec,2,1,1,manual,1,46.2889000,16.6281000,0
722,Kasyna,Kašina,4,2,2,orthographic-exact,0,45.9076390,16.1255313,0
723,Kazmethyna,,1,1,1,singleton,0,,,0
724,Kebel,Kabel,1,1,4,singleton,0,45.8380099,16.0553609,0
725,Kelemynoch,Čvrstec,1,1,1,manual,1,46.0044639,16.6638832,0
726,Kenchelowcz,Kenđelovec,1,1,1,manual,0,45.945945,16.673362,0
727,Kengelowcz,Kenđelovec,1,3,10,manual,0,45.945945,16.673362,0
728,Kepchancz,Kupinec,4,1,1,manual,0,45.7319444,15.7200000,0
729,Kerhennyna,,1,1,3,singleton,0,,,0
730,Kerhennyna-waywodatus,Prugovac,1,1,1,manual,1,45.9699075,17.1202283,0
731,Kerhnyewyna,,1,1,2,singleton,0,,,0
732,Kerhtowcz,,3,3,6,orthographic-fuzzy,1,,,0
733,Kernyn,Botinac,1,1,7,manual,0,45.9996711,16.8612684,0
734,Kernyn - Mathwsalowcz,Botinac,1,1,1,manual,1,45.9996711,16.8612684,0
735,Kerztynoucz,,1,1,1,singleton,0,,,0
736,Kwscherowcz,Gušćerovec,1,10,26,modern,0,46.0539835,16.4846780,0
737,Kyskemlek,Kalnik,1,12,37,modern,0,46.13268,16.48665,0
738,Kladye,Kladje,4,2,8,modern,0,45.7783575,15.7327973,0
739,Klenocz,Klenovec,1,2,2,modern,0,46.0840030,16.4467590,0
740,"Klenowhch, Orehowcz","Klenovec, Orehovec",1,1,1,singleton,0,46.0840030,16.4467590,0
741,Klokowcz,"Klokočevec, Miletinec",1,1,1,singleton,0,45.8336653,15.7024738,0
742,Klwka,Kluka,4,1,1,manual,0,45.6070000,15.9810000,0
743,Klynchazela,Klinča Sela,4,5,19,modern,0,45.6922436,15.7435946,0
744,Klywka Kowachewcz,Kluka,4,2,6,manual,1,45.6070000,15.9810000,0
745,Kneghyncz,Kneginec,2,1,1,singleton,0,46.2567690,16.3719611,0
