county,query,lat,lon,display_name,source
3,GORNJA BUKOVICA,,,,nominatim
3,GORNJA STUBICA,,,,nominatim
3,OREHOVEC,46.0721813,16.4613862,"Orehovec, Općina Sveti Petar Orehovec, Koprivničko-križevačka županija, Hrvatska",nominatim
3,PETRUŠEVEC,,,,nominatim
3,VOLAVJE,,,,nominatim
3,ŠIMUNOVEC,,,,nominatim
4,ADAMOVEC,45.9044495,16.1633161,"Adamovec, Grad Zagreb, 10363, Hrvatska",nominatim
4,AUGUSTANOVEC,45.4748574,15.9383109,"Auguštanovec, Općina Pokupsko, Zagrebačka županija, Hrvatska",nominatim
4,BABČA,,,,nominatim
4,BEDENICA,46.0326343,16.2432436,"Općina Bedenica, Zagrebačka županija, 10381, Hrvatska",nominatim
4,BELOSLAVEC,46.0350995,16.2204103,"Beloslavec, Općina Bedenica, Zagrebačka županija, Hrvatska",nominatim
4,BERISLAVEC,45.9712828,16.2662788,"Berislavec, Grad Sveti Ivan Zelina, Zagrebačka županija, Hrvatska",nominatim
4,BISAG,46.0337432,16.2989057,"Bisag, Općina Breznica, Varaždinska županija, 42226, Hrvatska",nominatim
4,BISTRA,45.8975346,15.8794733,"Općina Bistra, Zagrebačka županija, 10289, Hrvatska",nominatim
4,BISTRICA,45.9972059,16.1227427,"Bistrica, Luči Breg, Podgorje Bistričko, Općina Marija Bistrica, Krapinsko-zagorska županija, 49246, Hrvatska",nominatim
4,BIŠKUPEC,45.9615472,16.2325242,"Biškupec Zelinski, Grad Sveti Ivan Zelina, Zagrebačka županija, Hrvatska",nominatim
4,BLAGUŠA,45.8962214,16.1371338,"Blaguša, Prepuštovec, Grad Zagreb, Hrvatska",nominatim
4,BLATNICA,45.5134071,15.7252417,"Blatnica Pokupska, Grad Karlovac, Karlovačka županija, Hrvatska",nominatim
4,BLIZNEC,45.8097069,16.0258615,"Bliznec, Gradska četvrt Peščenica - Žitnjak, Zagreb, Grad Zagreb, 10153, Hrvatska",nominatim
4,BOBOVICA,45.8308388,15.7142327,"Bobovica, Grad Samobor, Zagrebačka županija, Hrvatska",nominatim
4,BORKOVEC,46.1080568,16.0835029,"Borkovec, Grad Zlatar, Krapinsko-zagorska županija, Hrvatska",nominatim
4,BORČEC,45.8291916,15.8880104,"Orešje, Mjesni odbor Perjavica - Borčec, Gradska četvrt Podsused - Vrapče, Zagreb, Grad Zagreb, 10090, Hrvatska",nominatim
4,BOTINEC,45.7546900,15.9360374,"Mjesni odbor Botinec, Gradska četvrt Novi Zagreb - zapad, Zagreb, Grad Zagreb, 10256, Hrvatska",nominatim
4,BOŽJAKOVINA,45.8194685,16.2871783,"Božjakovina, Općina Brckovljani, Zagrebačka županija, 10370, Hrvatska",nominatim
4,BRDOVEC,45.8692724,15.7622811,"Općina Brdovec, Zagrebačka županija, Hrvatska",nominatim
4,BREZOVICA,45.7277707,15.9100676,"Brezovica, Grad Zagreb, Hrvatska",nominatim
4,BRKAŠEVINA,,,,nominatim
4,BROKUNJEVEC,,,,nominatim
4,BROKUNJOVEC,,,,nominatim
4,BUKOVEC,45.7104144,15.8202926,"Bukovec, Gradska četvrt Brezovica, Horvati, Grad Zagreb, 10436, Hrvatska",nominatim
4,BUKOVŠĆAK,45.9055538,15.8017033,"Bukovščak, Pojatno, Grad Zaprešić, Zagrebačka županija, 10492, Hrvatska",nominatim
4,BUZIN,45.7498707,15.9953199,"Buzin, Grad Zagreb, 10175, Hrvatska",nominatim
4,CERJE,45.8296604,16.1914690,"Cerje, Grad Zagreb, Hrvatska",nominatim
4,CRKVA SV. NIKOLE U POLJANICI BISTRANSKOJ,45.9014815,15.8763222,Poljanica Bistranska,manual
4,CVETKOVIĆ,45.6507558,15.6470067,"Cvetković, Grad Jastrebarsko, Zagrebačka županija, Hrvatska",nominatim
4,DEMERJE,45.7318815,15.8828849,"Demerje, Grad Zagreb, Hrvatska",nominatim
4,DOLAC,45.8142928,15.9772391,"Dolac, Zagreb",manual
4,DOLAJNA,,,,nominatim
4,DOMAGOVIĆ,45.6287181,15.6380048,"Domagović, Grad Jastrebarsko, Zagrebačka županija, Hrvatska",nominatim
4,DONJA LOMNICA,45.7117085,16.0205866,"Donja Lomnica, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,DONJA STUBICA,45.9801727,15.9722428,"Donja Stubica, Grad Donja Stubica, Krapinsko-zagorska županija, 49240, Hrvatska",nominatim
4,DRAGANIĆI,45.7599553,16.0059758,"Draganići, Mjesni odbor Hrelić, Gradska četvrt Novi Zagreb - istok, Zagreb, Grad Zagreb, 10162, Hrvatska",nominatim
4,DRAGONOŽEC,45.6610681,15.9471656,"Donji Dragonožec, Grad Zagreb, Hrvatska",nominatim
4,DRENOVA,45.9332276,16.1779492,"Donja Drenova, Grad Sveti Ivan Zelina, Zagrebačka županija, Hrvatska",nominatim
4,DUŽICA,45.9205259,16.1025239,"Dužica, Grad Zagreb, 10362, Hrvatska",nominatim
4,DVORIŠĆE,45.8238294,16.2758953,"Donje Dvorišće, Grad Dugo Selo, Zagrebačka županija, Hrvatska",nominatim
4,GALGOVO,45.7436947,15.7490376,"Galgovo, Grad Samobor, Zagrebačka županija, Hrvatska",nominatim
4,GLAVNICA,45.9315133,16.1417444,"Glavnica Gornja, Grad Zagreb, Hrvatska",nominatim
4,GLOBOČEC,46.0154688,16.1581992,"Globočec, Općina Marija Bistrica, Krapinsko-zagorska županija, Hrvatska",nominatim
4,GORICA,45.4339204,15.4856451,"Gorica, Grad Duga Resa, Karlovačka županija, Hrvatska",nominatim
4,GORNJA BISTRA,45.9198183,15.8986398,"Gornja Bistra, Općina Bistra, Zagrebačka županija, Hrvatska",nominatim
4,GORNJA STUBICA,45.9749888,16.0175181,"Općina Gornja Stubica, Krapinsko-zagorska županija, 49245, Hrvatska",nominatim
4,GRADNA,45.8230755,15.7406015,"Gradna, Grad Samobor, Zagrebačka županija, 10433, Hrvatska",nominatim
4,GRAČANI,45.8548503,15.9709014,"Gračani, Mjesni odbor Gračani, Gradska četvrt Podsljeme, Zagreb, Grad Zagreb, Hrvatska",nominatim
4,GREBEN,45.7640352,15.3341556,"greben, Rajakovići, Sošice, Općina Žumberak, Zagrebačka županija, 10457, Hrvatska",nominatim
4,GRIČ,45.8162301,15.9735992,"Mjesni odbor Gornji grad, Gradska četvrt Gornji grad - Medveščak, Zagreb, Grad Zagreb, 10103, Hrvatska",nominatim
4,HRAŠTJE,45.9782359,16.2688640,"Hrastje, Grad Sveti Ivan Zelina, Zagrebačka županija, Hrvatska",nominatim
4,HRAŠĆE,45.7306053,16.0048816,"Hrašće Turopoljsko, Grad Zagreb, Hrvatska",nominatim
4,HRELIĆ,45.7682685,16.0168954,"Hrelić, Gradska četvrt Novi Zagreb - istok, Zagreb, Grad Zagreb, Hrvatska",nominatim
4,HRUŠEVAC,,,,nominatim
4,HUDI BITEK,45.7097190,15.8958866,"Hudi Bitek, Grad Zagreb, Hrvatska",nominatim
4,HUM,45.8115399,15.5974865,"Hum, Grad Samobor, Zagrebačka županija, Hrvatska",nominatim
4,JAKOVLJE,45.9405659,15.8585629,"Jakovlje, Općina Jakovlje, Zagrebačka županija, 10297, Hrvatska",nominatim
4,JAKUŠEVEC,45.7605543,16.0162815,"Mjesni odbor Jakuševec, Gradska četvrt Novi Zagreb - istok, Zagreb, Grad Zagreb, Hrvatska",nominatim
4,JAMNICA,45.5994427,15.8790880,"Jamnica Pisarovinska, Općina Pisarovina, Zagrebačka županija, Hrvatska",nominatim
4,JAREBIĆ,,,,nominatim
4,JASTREBARSKO,45.6716565,15.6503928,"Jastrebarsko, Grad Jastrebarsko, Zagrebačka županija, 10450, Hrvatska",nominatim
4,JESENOVEC,45.9191269,16.1428838,"Jesenovec, Grad Zagreb, Hrvatska",nominatim
4,JEŽDOVEC,45.7766808,15.8460330,"Ježdovec, Grad Zagreb, Hrvatska",nominatim
4,KAPTOL,45.8146150,15.9784733,"Kaptol, Mjesni odbor ""August Cesarec"", Gradska četvrt Gornji grad - Medveščak, Zagreb, Grad Zagreb, 10101, Hrvatska",nominatim
4,KAŠINA,45.9076390,16.1255313,"Kašina, Grad Zagreb, Hrvatska",nominatim
4,KLADJE,45.7783575,15.7327973,"Kladje, Grad Samobor, Zagrebačka županija, Hrvatska",nominatim
4,KLINČA SELA,45.6922436,15.7435946,"Općina Klinča Sela, Zagrebačka županija, 10452, Hrvatska",nominatim
4,KLJUKA,,,,nominatim
4,KOBILIĆ,45.7319711,16.1012819,"Kobilić, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,KONJŠĆICA,,,,nominatim
4,KOPČEVEC,45.8039982,16.2147302,"Kopčevec, Grad Dugo Selo, Zagrebačka županija, Hrvatska",nominatim
4,KOSNICA,45.7506038,16.0853697,"Kosnica, Gradska četvrt Pleso, Velika Gorica, Grad Velika Gorica, Zagrebačka županija, 10150, Hrvatska",nominatim
4,KOSTANJEVEC,45.8408380,16.0032513,"Kostanjevec, Mjesni odbor Remete, Gradska četvrt Maksimir, Zagreb, Grad Zagreb, 10123, Hrvatska",nominatim
4,KOZINŠĆAK,45.8148367,16.2605310,"Kozinščak, Grad Dugo Selo, Zagrebačka županija, Hrvatska",nominatim
4,KRALJEVEC,45.8305899,15.9688845,"Kraljevec, Mjesni odbor Kraljevec, Gradska četvrt Gornji grad - Medveščak, Zagreb, Grad Zagreb, 10112, Hrvatska",nominatim
4,KRAVARSKO,45.5864987,16.0471926,"Kravarsko, Općina Kravarsko, Zagrebačka županija, 10413, Hrvatska",nominatim
4,KRAŠIĆ,45.6540864,15.5174579,"Krašić, Općina Krašić, Zagrebačka županija, Hrvatska",nominatim
4,KRIŽEVCI,46.0247391,16.5457794,"Grad Križevci, Koprivničko-križevačka županija, Hrvatska",nominatim
4,KUPČINA,45.6160186,15.5996565,"Kupčina, Stančaki, Čeglje, Grad Jastrebarsko, Zagrebačka županija, 47201, Hrvatska",nominatim
4,KURILOVEC,45.7022546,16.0717133,"Gradska četvrt Kurilovec, Velika Gorica, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,KUĆE,45.6761398,16.1423026,"Kuče, Grad Velika Gorica, Zagrebačka županija, 10419, Hrvatska",nominatim
4,KUČE,45.6761398,16.1423026,"Kuče, Grad Velika Gorica, Zagrebačka županija, 10419, Hrvatska",nominatim
4,LADOMER,,,,nominatim
4,LAZINA,45.8787204,16.0745122,"Lazina, Trupeljaki, Mjesni odbor Branovec - Jalševec, Gradska četvrt Gornja Dubrava, Zagreb, Grad Zagreb, 20040, Hrvatska",nominatim
4,LAŠKA VES,,,,nominatim
4,LEKENIK,45.5842704,16.2106191,"Općina Lekenik, Sisačko-moslavačka županija, Hrvatska",nominatim
4,LEKENIK. LUKAVEC,45.5842704,16.2106191,"[via 'LEKENIK'] Općina Lekenik, Sisačko-moslavačka županija, Hrvatska",nominatim
4,LEPA VES,46.0101068,15.9920646,"Lepa Ves, Grad Donja Stubica, Krapinsko-zagorska županija, Hrvatska",nominatim
4,LETOVANIĆ,45.5078202,16.1989220,"Letovanić, Općina Lekenik, Sisačko-moslavačka županija, Hrvatska",nominatim
4,LIKAVEC,,,,nominatim
4,LIPOVEC,45.9593136,16.1552144,"Lipovec, Grad Zagreb, Hrvatska",nominatim
4,LJUBLJANICA,45.7969739,15.9351671,"Ljubljanica, Mjesni odbor Ljubljanica, Gradska četvrt Trešnjevka - sjever, Zagreb, Grad Zagreb, 10110, Hrvatska",nominatim
4,LOMNICA,45.7149347,15.9999240,"Gornja Lomnica, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,LUKA,45.8301125,16.1086081,"Mjesni odbor Luka, Gradska četvrt Sesvete, Sesvete, Grad Zagreb, Hrvatska",nominatim
4,LUKAVEC,45.7011134,15.9936241,"Lukavec, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,LUKAVEC. OBREŽ,45.7011134,15.9936241,"[via 'LUKAVEC'] Lukavec, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,LUČELNICA,45.5936967,15.9245536,"Lučelnica, Općina Pisarovina, Zagrebačka županija, Hrvatska",nominatim
4,MAJKOVEC,45.8787779,16.2805576,"Majkovec, Grad Sveti Ivan Zelina, Zagrebačka županija, Hrvatska",nominatim
4,MALA MLAKA,45.7289925,15.9772101,"Mala Mlaka, Grad Zagreb, Hrvatska",nominatim
4,MARKUŠEVEC,45.8758347,16.0148138,"Mjesni odbor Markuševec, Gradska četvrt Podsljeme, Zagreb, Grad Zagreb, 10166, Hrvatska",nominatim
4,MARTINSKA VES,45.8805927,16.3975499,"Martinska Ves, Grad Vrbovec, Zagrebačka županija, Hrvatska",nominatim
4,MEDVEDGRAD,45.8695479,15.9408864,"Medvedgrad, Wild Boar, Mjesni odbor Medvedgrad, Gradska četvrt Črnomerec, Zagreb, Grad Zagreb, 10168, Hrvatska",nominatim
4,MERENJE,45.9547190,15.7855215,"Merenje, Grad Zaprešić, Zagrebačka županija, Hrvatska",nominatim
4,MIHOLJEC,,,,nominatim
4,MIKOVEC,46.0897231,16.4731708,"Mikovec, Općina Sveti Petar Orehovec, Koprivničko-križevačka županija, 48267, Hrvatska",nominatim
4,MIKULIĆI,45.8472620,15.9288418,"Mikulići, Mjesni odbor Medvedgrad, Gradska četvrt Črnomerec, Zagreb, Grad Zagreb, 10168, Hrvatska",nominatim
4,MIRKOVEC,46.0540852,15.9325918,"Mirkovec, Općina Sveti Križ Začretje, Krapinsko-zagorska županija, Hrvatska",nominatim
4,MIČEVEC,45.7529444,16.0531946,"Mičevec, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,MLAKA,45.9040939,16.2931969,"Mlaka, Općina Rakovec, Zagrebačka županija, Hrvatska",nominatim
4,MOLVICE,45.7688258,15.7544397,"Molvice, Grad Samobor, Zagrebačka županija, Hrvatska",nominatim
4,MRACLIN,45.6667778,16.0967312,"Mraclin, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,NESPEŠ,45.9445742,16.2007596,"Nespeš, Grad Sveti Ivan Zelina, Zagrebačka županija, Hrvatska",nominatim
4,NOVAKI,45.7968280,15.8022318,"Novaki, Grad Sveta Nedelja, Zagrebačka županija, Hrvatska",nominatim
4,NOVE ČIČE,45.7033996,16.1271734,"Novo Čiče, Croatia, Posavska, Novo Čiče, Grad Velika Gorica, Zagrebačka županija, 10415, Hrvatska",nominatim
4,NOVIGRAD,,,,nominatim
4,OBREŽ,45.7159096,15.9417396,"Odranski Obrež, Grad Zagreb, Hrvatska",nominatim
4,ODRA,45.7297740,15.9925357,"Odra, Grad Zagreb, Hrvatska",nominatim
4,OKIĆ,45.7487818,15.7067533,"Okić, Grad Samobor, Zagrebačka županija, 10435, Hrvatska",nominatim
4,OPATIJA,45.5441702,15.9910957,"Opatija, Općina Pokupsko, Zagrebačka županija, Hrvatska",nominatim
4,OPOROVEC,45.8523340,16.0622955,"Mjesni odbor Oporovec, Gradska četvrt Gornja Dubrava, Zagreb, Grad Zagreb, 20040, Hrvatska",nominatim
4,OSTRNA,45.7941141,16.2711123,"Ostrna, Zagrebačka ulica, Velika Ostrna, Grad Dugo Selo, Zagrebačka županija, 10370, Hrvatska",nominatim
4,OTOK,45.7934210,16.5881516,"Otok, Svinjarec, Općina Dubrava, Grad Čazma, Zagrebačka županija, Hrvatska",nominatim
4,OZALJ,45.6144496,15.4784773,"Ozalj, Grad Ozalj, Karlovačka županija, Hrvatska",nominatim
4,PETROVINA,45.6928387,16.0312510,"Petrovina Turopoljska, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,PETRUŠEVEC,45.7717668,16.0592337,"Mjesni odbor Petruševec, Gradska četvrt Peščenica - Žitnjak, Zagreb, Grad Zagreb, Hrvatska",nominatim
4,PEŠĆENICA,45.8123638,16.0078639,"Mjesni odbor Peščenica, Gradska četvrt Peščenica - Žitnjak, Zagreb, Grad Zagreb, 10142, Hrvatska",nominatim
4,PLANINA,45.9272658,16.0879858,"Planina Donja, Grad Zagreb, Hrvatska",nominatim
4,PLESO,45.7402719,16.0722475,"Zračna luka Franjo Tuđman, Mikulčićeva ulica, Gradska četvrt Pleso, Velika Gorica, Grad Velika Gorica, Zagrebačka županija, 10410, Hrvatska",nominatim
4,PODBREŽJE,45.7687175,15.9688941,"Podbrežje, Mjesni odbor Siget, Gradska četvrt Novi Zagreb - zapad, Zagreb, Grad Zagreb, 10020, Hrvatska",nominatim
4,PODGORJA,,,,nominatim
4,PODOTOČJE,45.6953168,16.1460850,"Donje Podotočje, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,POKUPSKO,45.4852572,15.9919061,"Pokupsko, Općina Pokupsko, Zagrebačka županija, Hrvatska",nominatim
4,PSARJEVO,45.9434583,16.2203369,"Donje Psarjevo, Grad Sveti Ivan Zelina, Zagrebačka županija, Hrvatska",nominatim
4,PUŠĆA,45.8884609,15.7890679,"Pušća, Gradska četvrt Zaprešić Sjever, Zaprešić, Grad Zaprešić, Općina Pušća, Zagrebačka županija, 10492, Hrvatska",nominatim
4,RAKARJE,45.7260048,16.0869098,"Gradska četvrt Rakarje, Velika Gorica, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,RAKITOVEC,45.6579460,16.1409029,"Rakitovec, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,RAKOVAC,45.7055813,15.6694216,"Rakovac, Lokošin Dol, Grad Jastrebarsko, Zagrebačka županija, 10450, Hrvatska",nominatim
4,RASTOKI,45.6894353,15.5702461,"Rastoki, Grad Jastrebarsko, Zagrebačka županija, Hrvatska",nominatim
4,REMETE,45.8427380,15.9956597,"Remete, Mjesni odbor Remete, Gradska četvrt Maksimir, Zagreb, Grad Zagreb, 10009, Hrvatska",nominatim
4,REČICA,45.5082501,15.6617627,"Rečica, Grad Karlovac, Karlovačka županija, Hrvatska",nominatim
4,ROŽENICA,45.5438055,16.0095091,"Roženica, Općina Pokupsko, Zagrebačka županija, Hrvatska",nominatim
4,SAMOBOR,45.8032792,15.7179232,"Samobor, Grad Samobor, Zagrebačka županija, Hrvatska",nominatim
4,SELA,45.6922436,15.7435946,"Općina Klinča Sela, Zagrebačka županija, 10452, Hrvatska",nominatim
4,SENKOVČICA,,,,nominatim
4,SETUŠ,45.5489003,16.3948841,"Setuš, Općina Martinska Ves, Sisačko-moslavačka županija, 44201, Hrvatska",nominatim
4,SISAK,45.4891750,16.3746041,"Grad Sisak, Sisačko-moslavačka županija, Hrvatska",nominatim
4,SLANOVEC,45.8798808,16.0381993,"Slanovec, Mjesni odbor Dankovec, Gradska četvrt Gornja Dubrava, Zagreb, Grad Zagreb, 10166, Hrvatska",nominatim
4,SLAVETIĆ,45.7017725,15.5398413,"Slavetić, Grad Jastrebarsko, Zagrebačka županija, Hrvatska",nominatim
4,STARO ČIĆE,45.6925414,16.1179872,"Staro Čiče, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,STENJEVEC,45.8111379,15.8860838,"Stenjevec, Mjesni odbor Stenjevec - jug, Gradska četvrt Stenjevec, Zagreb, Grad Zagreb, 10090, Hrvatska",nominatim
4,STRELEČKO,45.5191373,16.3933400,"Strelečko, Općina Martinska Ves, Sisačko-moslavačka županija, Hrvatska",nominatim
4,STUBICA,45.9749888,16.0175181,"Općina Gornja Stubica, Krapinsko-zagorska županija, 49245, Hrvatska",nominatim
4,STUPNIK,45.7465555,15.8434018,"Općina Stupnik, Zagrebačka županija, 10255, Hrvatska",nominatim
4,SUSEDGRAD,45.8209845,15.8307946,"Susedgrad, Staza 1, Mjesni odbor Podsused, Gradska četvrt Podsused - Vrapče, Zagreb, Grad Zagreb, 10172, Hrvatska",nominatim
4,SV. IVAN,45.9028307,16.2628026,"[via 'Sveta IVAN'] Sveta Helena, Grad Sveti Ivan Zelina, Zagrebačka županija, Hrvatska",nominatim
4,SV. KLARA,45.7557893,15.9721542,"Sveta Klara, Zagreb",manual
4,SV. MARTIN,45.9977247,16.5185702,"[via 'Sveti MARTIN'] Sveti Martin, Grad Križevci, Koprivničko-križevačka županija, 48260, Hrvatska",nominatim
4,SV. NEDJELJA,45.7968126,15.7769140,"[via 'Sveta NEDJELJA'] Sveta Nedelja, Grad Sveta Nedelja, Zagrebačka županija, 10431, Hrvatska",nominatim
4,SVETA HELENA,45.8112168,15.7096321,"Sveta Helena, Samobor, Grad Samobor, Zagrebačka županija, Hrvatska",nominatim
4,TOPLICA,45.2943011,15.9707037,"Općina Topusko, Sisačko-moslavačka županija, 44415, Hrvatska",nominatim
4,TRNOVEC,46.2942784,16.3992728,"Trnovec, Općina Trnovec Bartolovečki, Varaždinska županija, Hrvatska",nominatim
4,TURKOVČINA,46.0440084,16.2455029,"Turkovčina, Općina Bedenica, Zagrebačka županija, Hrvatska",nominatim
4,VELEŠOVEC,,,,nominatim
4,VELIKA MLAKA,45.7359614,16.0300097,"Velika Mlaka, Grad Velika Gorica, Zagrebačka županija, 10408, Hrvatska",nominatim
4,VOLAVJE,45.6550577,15.6058087,"Volavje, Grad Jastrebarsko, Zagrebačka županija, Hrvatska",nominatim
4,VRAPČE,45.8129884,15.9062064,"Vrapče, Mjesni odbor Vrapče - centar, Gradska četvrt Podsused - Vrapče, Zagreb, Grad Zagreb, 10090, Hrvatska",nominatim
4,VRATEČKO,45.4613653,16.1118753,"Vratečko, Grad Petrinja, Sisačko-moslavačka županija, Hrvatska",nominatim
4,VRAŽJI LAZ,,,,nominatim
4,VRBOVO,45.6737244,16.2359189,"Vrbovo Posavsko, Općina Orle, Zagrebačka županija, Hrvatska",nominatim
4,VUGROVEC,45.8784794,16.1087014,"Vugrovec, Gradska četvrt Sesvete, Vugrovec, Grad Zagreb, Hrvatska",nominatim
4,VUKOMEREC,45.8073746,16.0416862,"Vukomerec, Mjesni odbor Borongaj - Lugovi, Gradska četvrt Peščenica - Žitnjak, Zagreb, Grad Zagreb, 10148, Hrvatska",nominatim
4,VUKOVINA,45.6823954,16.1112977,"Vukovina, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,VURNOVEC,45.8886646,16.1366229,"Vurnovec, Grad Zagreb, Hrvatska",nominatim
4,ZABLATJE,45.7430651,16.1860742,"Zablatje Posavsko, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,ZAMERŠJE,,,,nominatim
4,ZAPREŠIĆ,45.8601188,15.8070084,"Zaprešić, Grad Zaprešić, Zagrebačka županija, 10290, Hrvatska",nominatim
4,ZELINA,45.8590511,16.2382381,"Zelina, Zagrebačka županija, Hrvatska",nominatim
4,ČRNKOVEC,45.7506386,16.1197623,"Črnkovec, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,ČRNOMEREC,45.8156371,15.9361636,"Črnomerec, Zagreb, Grad Zagreb, Hrvatska",nominatim
4,ČUČERJE,45.8728865,16.0560140,"Čučerje, Zagreb, Grad Zagreb, Hrvatska",nominatim
4,ŠAŠINOVEC,45.8505596,16.1655408,"Šašinovec, Grad Zagreb, Hrvatska",nominatim
4,ŠILJAKOVINA,45.6337476,16.0228458,"Šiljakovina, Grad Velika Gorica, Zagrebačka županija, 10413, Hrvatska",nominatim
4,ŠIMUNOVEC,,,,nominatim
4,ŠIPAK,45.6192462,15.5669341,"Vukšin Šipak, Grad Jastrebarsko, Zagrebačka županija, Hrvatska",nominatim
4,ŠIŠINEC,45.4502378,16.0791404,"Šišinec, Općina Lekenik, Sisačko-moslavačka županija, Hrvatska",nominatim
4,ŠIŠLJAVIĆ,45.5193724,15.7593968,"Šišljavić, Grad Karlovac, Karlovačka županija, Hrvatska",nominatim
4,ŠUŠOMBERG,,,,nominatim
4,ŠUŠOMBERK,,,,nominatim
4,ŠČITARJEVO,45.7688858,16.1170565,"Šćitarjevo, Grad Velika Gorica, Zagrebačka županija, Hrvatska",nominatim
4,ŽAŽINA,45.5136849,16.2501045,"Žažina, Općina Lekenik, Sisačko-moslavačka županija, 44217, Hrvatska",nominatim
4,ŽELIN,45.7150002,16.0860883,"Želin, Gradska četvrt Stari grad, Velika Gorica, Grad Velika Gorica, Zagrebačka županija, 10410, Hrvatska",nominatim
4,ŽERJAVINEC,45.8688625,16.1650186,"Žerjavinec, Grad Zagreb, Hrvatska",nominatim
4,ŽITOMIR,46.0171515,16.1966643,"Žitomir, Grad Sveti Ivan Zelina, Zagrebačka županija, Hrvatska",nominatim
1,Botinovec,46.2063162,16.7707449,"Botinovec, Općina Koprivnički Ivanec, Koprivničko-križevačka županija, Hrvatska",nominatim
1,Bradna,46.070511,16.692291,"[map: E near Velika/Mala Branjska] Velika Branjska, Općina Sokolovac, Koprivničko-križevačka županija, Hrvatska",pavles-approx
1,Brezovica,46.0752302,17.0755450,"Brezovica, Grkine, Grad Đurđevac, Koprivničko-križevačka županija, 48350, Hrvatska",nominatim
1,Buščinec,45.882398,16.672339,"[approx: kraj Bolča] Bolč, Općina Farkaševac, Zagrebačka županija, Hrvatska",pavles-approx
1,Doljanec,45.9908688,16.4493156,"Doljanec, Grad Križevci, Koprivničko-križevačka županija, 48265, Hrvatska",nominatim
1,Gunjak,46.020737,16.649432,"[approx: čvrstečki kraj] Rašćani, Općina Sveti Ivan Žabno, Koprivničko-križevačka županija, 48264, Hrvatska",pavles-approx
1,Hotko,45.751556,17.049732,"[approx: u blizini Grđevca] Veliki Grđevac, Općina Veliki Grđevac, Bjelovarsko-bilogorska županija, Hrvatska",pavles-approx
1,Hrsovo,45.9383045,16.6850385,"Hrsovo, Općina Sveti Ivan Žabno, Koprivničko-križevačka županija, Hrvatska",nominatim
1,Husarec,45.969039,16.539956,"[approx: kraj Poljane Križevačke] Poljana Križevačka, Grad Križevci, Koprivničko-križevačka županija, Hrvatska",pavles-approx
1,KLOKOČEVEC,45.8336653,15.7024738,"Klokočevec Samoborski, Grad Samobor, Zagrebačka županija, Hrvatska",nominatim
1,Kloštar Podravski,45.9838583,17.1570683,"Općina Kloštar Podravski, Koprivničko-križevačka županija, 48362, Hrvatska",nominatim
1,Lukovec,46.1904178,16.6815076,"Lukovec, Općina Rasinja, Koprivničko-križevačka županija, Hrvatska",nominatim
1,Miketinec,,,(unresolved; identification only),pavles
1,Mindszent,45.745073,17.517561,"[approx: JI od Breznice] Brežnica, Virovitičko-podravska županija, Hrvatska",pavles-approx
1,Močila,46.052442,16.672678,"[approx: kod Sesveta i Budrovca] Velike Sesvete, Grad Križevci, Koprivničko-križevačka županija, Hrvatska",pavles-approx
1,Podgorje,45.961240,17.063643,"[approx: kod Sirove Katalene / M. Črešnjevice] Sirova Katalena, Grad Đurđevac, Koprivničko-križevačka županija, Hrvatska",pavles-approx
1,Powasahegh,46.149050,16.615185,"[approx: oko V. Poganca] Veliki Poganac, Općina Rasinja, Koprivničko-križevačka županija, Hrvatska",pavles-approx
1,Progovec,,,(unresolved; identification only),pavles
1,Račica,46.104251,16.863839,"[approx: Sv. Stjepan, J strana Bilogore] Glogovac, Općina Koprivnički Bregi, Koprivničko-križevačka županija, 48324, Hrvatska",pavles-approx
1,Raščani,46.0207373,16.6494324,"Rašćani, Općina Sveti Ivan Žabno, Koprivničko-križevačka županija, 48264, Hrvatska",nominatim
1,Slanje,46.232576,16.547263,"Slanje, Općina Martijanec, Varaždinska županija, Hrvatska",pavles
1,Sveti Petar,46.1380368,16.6640447,"Sveti Petar, Općina Sokolovac, Koprivničko-križevačka županija, 48306, Hrvatska",nominatim
1,Velike Sesvete,46.055600,16.671700,Velike Sesvete (user-provided),manual
1,Vitkovec,45.935122,16.658081,"[approx: čvrstečko-cirkvenski kraj] Cirkvena, Općina Sveti Ivan Žabno, Koprivničko-križevačka županija, 48213, Hrvatska",pavles-approx
