county,query,lat,lon,display_name,source
2,KRAPINA,46.0983218,15.9377404,"Krapinsko-zagorska županija, Hrvatska",nominatim
2,KRIŽANEC,46.2451850,16.3427013,"Križanec, Doljan, Općina Sveti Ilija, Varaždinska županija, 42214, Hrvatska",nominatim
2,KRIŽOVLJAN,46.2633287,16.5545664,"Križovljan, Općina Martijanec, Varaždinska županija, 42232, Hrvatska",nominatim
2,KUĆE,,,,nominatim
2,KUČAN,46.2894984,16.3709440,"Kućan Marof, Grad Varaždin, Varaždinska županija, Hrvatska",nominatim
2,LADISLAVEC,46.1086074,16.0627954,"Ladislavec, Grad Zlatar, Krapinsko-zagorska županija, Hrvatska",nominatim
2,LADOMER,,,,nominatim
2,LEPOGLAVA,46.2073666,16.0514452,"Lepoglava, Grad Lepoglava, Varaždinska županija, Hrvatska",nominatim
2,LIPOVEC,46.0529847,16.1323970,"Lipovec, Općina Zlatar Bistrica, Krapinsko-zagorska županija, Hrvatska",nominatim
2,LOBOR,46.1591018,16.0701328,"Lobor, Općina Lobor, Krapinsko-zagorska županija, Hrvatska",nominatim
2,MALI TABOR,46.2146835,15.6777004,"Mali Tabor, Općina Hum na Sutli, Krapinsko-zagorska županija, Hrvatska",nominatim
2,MARIGUTIĆ,46.1061764,16.1700226,"Marigutić, Općina Budinšćina, Krapinsko-zagorska županija, Hrvatska",nominatim
2,MARTIANEC,,,,nominatim
2,MARTINEC,46.0891232,15.9626404,"Martinec Orehovički, Općina Bedekovčina, Krapinsko-zagorska županija, Hrvatska",nominatim
2,MARTINKI,,,,nominatim
2,MARUŠEVEC,46.2807993,16.1839860,"Općina Maruševec, Varaždinska županija, 42243, Hrvatska",nominatim
2,MARČAN,46.3313541,16.1505918,"Marčan, Općina Vinica, Varaždinska županija, Hrvatska",nominatim
2,MIRKOVEC,46.0540852,15.9325918,"Mirkovec, Općina Sveti Križ Začretje, Krapinsko-zagorska županija, Hrvatska",nominatim
2,NEDELJANEC,46.2890570,16.2912974,"Nedeljanec, Općina Vidovec, Varaždinska županija, Hrvatska",nominatim
2,OBREŽ,46.1182956,16.4352972,"Obrež Kalnički, Općina Kalnik, Koprivničko-križevačka županija, 48269, Hrvatska",nominatim
2,OREHOVEC,46.1992334,16.3645309,"Orehovec, Oštrice, Grad Novi Marof, Varaždinska županija, 42222, Hrvatska",nominatim
2,OREHOVICA,46.1014693,15.9757103,"Orehovica, Općina Bedekovčina, Krapinsko-zagorska županija, Hrvatska",nominatim
2,OTOK,,,,nominatim
2,OŠTRC,46.1664,16.0845,"Oštrc (Oštrcgrad), Varaždinska županija, Hrvatska",manual
