place_id,group_key,canonical_name,modern_place,needs_review
186,benedikovc,Benedikowcz,Bršljanica
187,benedikovc,Benedikowcz,Bršljanica
188,benedikovc,Benedikowcz,Bršljanica
292,borsovc,Borsowcz,Galovec
297,borsovc,Borsowcz,Galovec
300,borsovc,Borsowcz,Galovec
324,botcafeld,Bothcafeld,Mikleuška
351,brestoica,Brestoycha,Kobasičari
385,bvkovc,Bukovcz,Zvonik
388,bvdnak,Bwdnak,Sesvete
432,bikala,Bykalla,Korenovo
433,bikala,Bykalla,Korenovo
434,bikceletinc,Bykchelethincz,Hampovica
435,bikceletinc,Bykchelethincz,Hampovica
441,binovc,Bynowcz,Čepelovac
502,cekno,Czekno,Bršljanica
652,cekno,Czekno,Bršljanica
559,cnesanc,Cnesancz,Maglenca
599,cnesanc,Cnesancz,Maglenca
586,ciglena,Cyglena,Dulepska
646,ciglena,Cyglena,Dulepska
587,cigleno,Chygleno,Dulepska
598,clvc,Clwch,Lipovac Lonjski
600,contovc,Conthowcz,Grubišno Polje
602,copozovc,Copozowcz,Čazma
609,coznetino,Coznethyno,Mučna
657,cerovicazentivan,Czerowycza Zentiwan,Djurdjevac
659,cerovicazentivan,Czerowycza Zentiwan,Djurdjevac
680,dorozlobakva,Dorozlo Bakwa,Klokočevac
744,dorozlobakva,Dorozlo Bakwa,Klokočevac
682,dece,Deche,Dišnik
696,dimikovc,Dimikowcz,Gradec
697,dimitrovc,Dimitrowcz,Gradec
826,dimitrovc,Dimitrowcz,Gradec
734,domankvsovc,Domankwsowcz,Grdjevac
735,domankvsovc,Domankwsowcz,Grdjevac
736,domankvsovc,Domankwsowcz,Grdjevac
759,drakca,Drakcha,Graberje Ivaničko
760,drascia,Draschya,Graberje Ivaničko
763,drascia,Draschya,Graberje Ivaničko
765,drasovc,Drasowch,Djakovac
768,drasovc,Drasowch,Djakovac
769,drasovc,Drasowch,Djakovac
770,drasovc,Drasowch,Djakovac
766,drasevc,Drasewcz,Korenovo
771,dravameleke,Drawamelleke,Kloštar Podravski
772,dravameleke,Drawamelleke,Kloštar Podravski
850,fabianovc,Fabyanowcz,Narta
852,fabianovc,Fabyanowcz,Narta
853,fabianovc,Fabyanowcz,Narta
851,fabiancevc,Fabyanchewcz,Narta
859,felsecezmice,Felse Chezmyche,Botinac
860,felsecezmice,Felse Chezmyche,Botinac
940,garignice,Garyghnycze,Garešnica
941,garignice,Garyghnycze,Garešnica
942,gatalovc,Gathalowcz,Gatalovec,1
943,gatalovc,Gathalowcz,Gatalovec,1
944,gatalovc,Gathalowcz,Gatalovec,1
1014,gatalovc,Gathalowcz,Gatalovec,1
970,globocec,Globochecz,Lipovčani
974,globocec,Globochecz,Lipovčani
975,globocec,Globochecz,Lipovčani
1022,graberianc,Graberiancz,Dulepska
1044,gradisce,Gradysche,Bršljanica
1049,gramcovc,Gramchoucz,Stare Plavnice
1059,gregorcinc,Gregorchyncz,Virje
1060,gregorcinc,Gregorchyncz,Virje
1064,gregorcinc,Gregorchyncz,Virje
1070,gregsinc,Gregsynch,Mučna
1082,grekzink,Grekzynchk,Mučna
1083,grexinc,Grexyncz,Mučna
1084,grexinc,Grexyncz,Mučna
1093,gvrgevc,Gwrgewcz,Graberje Ivaničko
1106,gvrgevc,Gwrgewcz,Graberje Ivaničko
1107,gvrgevc,Gwrgewcz,Graberje Ivaničko
1108,gvrgevc,Gwrgewcz,Graberje Ivaničko
1113,gvrgevc,Gwrgewcz,Graberje Ivaničko
1115,gvrgevc,Gwrgewcz,Graberje Ivaničko
1116,gvrgevc,Gwrgewcz,Graberje Ivaničko
1117,gvrgevc,Gwrgewcz,Graberje Ivaničko
1111,givganc,Gywgancz,Kaniška Iva
1112,givganc,Gywgancz,Kaniška Iva
1124,halehosovc,Halehosowcz,Pavlin Kloštar
1125,hatko,Hathko,Hotko,1
1127,hatko,Hathko,Hotko,1
1128,haznarc,Haznarcz,Sudovec
1135,herbotovc,Herbothowcz,Fuka
1136,herbotovc,Herbothowcz,Fuka
1141,herbotovc,Herbothowcz,Fuka
1145,heretinc,Herethyncz,Galovac
1156,horeovc,Horeowcz,Gračenica
1161,hotova,Hothowa,Djurdjevac
1195,hromkovc,Hromkowcz,Stare Plavnice
1237,ivanvsovc,Iwanusowcz,Sredice
1248,ivanvsovc,Iwanusowcz,Sredice
1249,ivanvsovc,Iwanusowcz,Sredice
1250,ivanvsovc,Iwanusowcz,Sredice
1251,ivanvsovc,Iwanusowcz,Sredice
1252,ivanvsovc,Iwanusowcz,Sredice
1256,ivelovc,Iwelowcz,Grdjevac
1260,jacvpelc,Jacupelcz,Lipovac Lonjski
1280,jakvpelc,Jakwpelcz,Lipovac Lonjski
1289,jalkovc,Jalkowcz,Galovac
1290,jalseva,Jalsewa,Čvrstec
1291,jalseva,Jalsewa,Čvrstec
1294,jalseva,Jalsewa,Čvrstec
1295,jalseva,Jalsewa,Čvrstec
1296,jalseva,Jalsewa,Čvrstec
1297,jalseva,Jalsewa,Čvrstec
1298,jalseva,Jalsewa,Čvrstec
1299,jalseva,Jalsewa,Čvrstec
1304,jalseva,Jalsewa,Čvrstec
1375,jalseva,Jalsewa,Čvrstec
1325,jarna,Jarna,Kloštar Podravski
1384,jerosin,Jerosyn,Galovac
1405,kamaria,Kamarya,Čaire
1450,kernin,Kernyn,Botinac
1476,knesanc,Knesancz,Maglenca
1479,knesanc,Knesancz,Maglenca
1526,konzka,Konzka,Jakupovac Kapelski
1536,kvpozovc,Kwpozoucz,Čazma
1671,kvpozovc,Kwpozoucz,Čazma
1537,kopino,Kopynno,Haganj
1579,kozak,Kozak,Čemernica Lonjska
1589,kozolovc,Kozolowcz,Grdjevac
1635,krenin,Krenyn,Botinac
1650,kvpinc,Kwpyncz,Haganj
1651,kvpinc,Kwpyncz,Haganj
1670,kvpinc,Kwpyncz,Haganj
1672,kvpinc,Kwpyncz,Haganj
